site_number,file,line,call_signature,verdict,severity,evidence_quote,verified_at,verified_by,session
102,server/src/routes/acos.ts,108,router.get('/evidence/:evidenceId/provenance'; ...requireAcosFeature('acosEvidenceTruth'); validateParams(evidenceIdParamSchema); asyncHandler(acosController.getProvenance));,AUTH_MOUNT_VERIFIED,N/A,router.get('/evidence/:evidenceId/provenance'; ...requireAcosFeature('acosEvidenceTruth'); validateParams(evidenceIdParamSchema); asyncHandler(acosController.getProvenance));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
103,server/src/routes/acos.ts,111,router.post('/rif/ingest-regulation'; ...requireAcosFeature('acosRegulatoryIntelligence'); authorize('admin'); upload.single('file'); asyncHandler(acosController.ingestRegulation));,AUTH_MOUNT_VERIFIED,N/A,router.post('/rif/ingest-regulation'; ...requireAcosFeature('acosRegulatoryIntelligence'); authorize('admin'); upload.single('file'); asyncHandler(acosController.ingestRegulation));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
104,server/src/routes/acos.ts,112,router.post('/rif/detect-changes'; authorize('admin'); asyncHandler(acosController.detectRegulatoryChanges));,AUTH_MOUNT_VERIFIED,N/A,router.post('/rif/detect-changes'; authorize('admin'); asyncHandler(acosController.detectRegulatoryChanges));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
105,server/src/routes/acos.ts,113,router.post('/rif/:regulatoryChangeId/auto-update'; authorize('admin'); asyncHandler(acosController.autoUpdateControls));,AUTH_MOUNT_VERIFIED,N/A,router.post('/rif/:regulatoryChangeId/auto-update'; authorize('admin'); asyncHandler(acosController.autoUpdateControls));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
106,server/src/routes/acos.ts,114,router.post('/rif/auto-update/rollback'; authorize('admin'); asyncHandler(acosController.rollbackAutoUpdate));,AUTH_MOUNT_VERIFIED,N/A,router.post('/rif/auto-update/rollback'; authorize('admin'); asyncHandler(acosController.rollbackAutoUpdate));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
107,server/src/routes/acos.ts,115,router.post('/rif/auto-update/batch'; authorize('admin'); asyncHandler(acosController.batchAutoUpdate));,AUTH_MOUNT_VERIFIED,N/A,router.post('/rif/auto-update/batch'; authorize('admin'); asyncHandler(acosController.batchAutoUpdate));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
108,server/src/routes/acos.ts,116,router.post('/rif/conflicts/bulk-analysis'; authorize('admin'); asyncHandler(acosController.bulkConflictAnalysis));,AUTH_MOUNT_VERIFIED,N/A,router.post('/rif/conflicts/bulk-analysis'; authorize('admin'); asyncHandler(acosController.bulkConflictAnalysis));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
109,server/src/routes/acos.ts,117,router.get('/rif/conflicts/history'; asyncHandler(acosController.getConflictHistory));,AUTH_MOUNT_VERIFIED,N/A,router.get('/rif/conflicts/history'; asyncHandler(acosController.getConflictHistory));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
110,server/src/routes/acos.ts,118,router.post('/rif/conflicts/:conflictId/resolve'; authorize('admin'); validateBody(resolveConflictSchema); asyncHandler(acosController.resolveConflict));,AUTH_MOUNT_VERIFIED,N/A,router.post('/rif/conflicts/:conflictId/resolve'; authorize('admin'); validateBody(resolveConflictSchema); asyncHandler(acosController.resolveConflict));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
111,server/src/routes/acos.ts,119,router.post('/rif/feeds'; authorize('admin'); validateBody(addFeedSchema); asyncHandler(acosController.addFeed));,AUTH_MOUNT_VERIFIED,N/A,router.post('/rif/feeds'; authorize('admin'); validateBody(addFeedSchema); asyncHandler(acosController.addFeed));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
112,server/src/routes/acos.ts,120,router.delete('/rif/feeds/:feedId'; authorize('admin'); asyncHandler(acosController.removeFeed));,AUTH_MOUNT_VERIFIED,N/A,router.delete('/rif/feeds/:feedId'; authorize('admin'); asyncHandler(acosController.removeFeed));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
113,server/src/routes/acos.ts,121,router.get('/rif/feeds/dashboard'; asyncHandler(acosController.getFeedStatusDashboard));,AUTH_MOUNT_VERIFIED,N/A,router.get('/rif/feeds/dashboard'; asyncHandler(acosController.getFeedStatusDashboard));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
114,server/src/routes/acos.ts,124,router.get('/tgn/frameworks/:frameworkId/trajectory'; ...requireAcosFeature('acosTemporalGraphs'); asyncHandler(acosController.predictComplianceTrajectory));,AUTH_MOUNT_VERIFIED,N/A,router.get('/tgn/frameworks/:frameworkId/trajectory'; ...requireAcosFeature('acosTemporalGraphs'); asyncHandler(acosController.predictComplianceTrajectory));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
115,server/src/routes/acos.ts,125,router.get('/tgn/early-warnings'; ...requireAcosFeature('acosTemporalGraphs'); asyncHandler(acosController.getEarlyWarnings));,AUTH_MOUNT_VERIFIED,N/A,router.get('/tgn/early-warnings'; ...requireAcosFeature('acosTemporalGraphs'); asyncHandler(acosController.getEarlyWarnings));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
116,server/src/routes/acos.ts,128,router.get('/tgn/predict-risks'; ...requireAcosFeature('acosRiskPrediction'); asyncHandler(acosController.predictFutureRisks));,AUTH_MOUNT_VERIFIED,N/A,router.get('/tgn/predict-risks'; ...requireAcosFeature('acosRiskPrediction'); asyncHandler(acosController.predictFutureRisks));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
117,server/src/routes/acos.ts,129,router.post('/tgn/refresh-risk-predictions'; ...requireAcosFeature('acosRiskPrediction'); asyncHandler(acosController.refreshRiskPredictions));,AUTH_MOUNT_VERIFIED,N/A,router.post('/tgn/refresh-risk-predictions'; ...requireAcosFeature('acosRiskPrediction'); asyncHandler(acosController.refreshRiskPredictions));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
118,server/src/routes/acos.ts,132,router.post('/digital-twin/simulate'; ...requireAcosFeature('acosDigitalTwin'); authorize('admin'; 'editor'); validateBody(runSimulationSchema); asyncHandler(acosController.runSimulation));,AUTH_MOUNT_VERIFIED,N/A,router.post('/digital-twin/simulate'; ...requireAcosFeature('acosDigitalTwin'); authorize('admin'; 'editor'); validateBody(runSimulationSchema); asyncHandler(acosController.runSimulation));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
119,server/src/routes/acos.ts,133,router.post('/digital-twin/simulate/with-constraints'; authorize('admin'; 'editor'); validateBody(runSimulationSchema); asyncHandler(acosController.runSimulationWithConstraints));,AUTH_MOUNT_VERIFIED,N/A,router.post('/digital-twin/simulate/with-constraints'; authorize('admin'; 'editor'); validateBody(runSimulationSchema); asyncHandler(acosController.runSimulationWithConstraints));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
120,server/src/routes/acos.ts,134,router.post('/digital-twin/compare-scenarios'; authorize('admin'; 'editor'); validateBody(compareScenariosSchema); asyncHandler(acosController.compareScenarios));,AUTH_MOUNT_VERIFIED,N/A,router.post('/digital-twin/compare-scenarios'; authorize('admin'; 'editor'); validateBody(compareScenariosSchema); asyncHandler(acosController.compareScenarios));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
121,server/src/routes/acos.ts,135,router.post('/digital-twin/simulations/:scenarioId/save-state'; authorize('admin'; 'editor'); asyncHandler(acosController.saveSimulationState));,AUTH_MOUNT_VERIFIED,N/A,router.post('/digital-twin/simulations/:scenarioId/save-state'; authorize('admin'; 'editor'); asyncHandler(acosController.saveSimulationState));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
122,server/src/routes/acos.ts,136,router.get('/digital-twin/simulations/:scenarioId/load-state'; asyncHandler(acosController.loadSimulationState));,AUTH_MOUNT_VERIFIED,N/A,router.get('/digital-twin/simulations/:scenarioId/load-state'; asyncHandler(acosController.loadSimulationState));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
123,server/src/routes/acos.ts,137,router.post('/digital-twin/simulations/:scenarioId/rollback'; authorize('admin'; 'editor'); asyncHandler(acosController.rollbackSimulation));,AUTH_MOUNT_VERIFIED,N/A,router.post('/digital-twin/simulations/:scenarioId/rollback'; authorize('admin'; 'editor'); asyncHandler(acosController.rollbackSimulation));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
124,server/src/routes/acos.ts,138,router.post('/digital-twin/monte-carlo'; authorize('admin'; 'editor'); validateBody(runMonteCarloSchema); asyncHandler(acosController.runMonteCarlo));,AUTH_MOUNT_VERIFIED,N/A,router.post('/digital-twin/monte-carlo'; authorize('admin'; 'editor'); validateBody(runMonteCarloSchema); asyncHandler(acosController.runMonteCarlo));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
125,server/src/routes/acos.ts,141,router.post('/red-team/simulate'; ...requireAcosFeature('acosRedTeam'); authorize('admin'); validateBody(runRedTeamSimulationSchema); asyncHandler(acosController.runRedTeamSimulation));,AUTH_MOUNT_VERIFIED,N/A,router.post('/red-team/simulate'; ...requireAcosFeature('acosRedTeam'); authorize('admin'); validateBody(runRedTeamSimulationSchema); asyncHandler(acosController.runRedTeamSimulation));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
126,server/src/routes/acos.ts,142,router.post('/red-team/automated-scan'; authorize('admin'); validateBody(runAutomatedScanSchema); asyncHandler(acosController.runAutomatedScan));,AUTH_MOUNT_VERIFIED,N/A,router.post('/red-team/automated-scan'; authorize('admin'); validateBody(runAutomatedScanSchema); asyncHandler(acosController.runAutomatedScan));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
127,server/src/routes/acos.ts,143,router.get('/red-team/compliance-gaps'; authorize('admin'); asyncHandler(acosController.scanForComplianceGaps));,AUTH_MOUNT_VERIFIED,N/A,router.get('/red-team/compliance-gaps'; authorize('admin'); asyncHandler(acosController.scanForComplianceGaps));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
128,server/src/routes/acos.ts,144,router.get('/red-team/misconfigurations'; authorize('admin'); asyncHandler(acosController.scanForMisconfigurations));,AUTH_MOUNT_VERIFIED,N/A,router.get('/red-team/misconfigurations'; authorize('admin'); asyncHandler(acosController.scanForMisconfigurations));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
129,server/src/routes/acos.ts,145,router.get('/red-team/policy-violations'; authorize('admin'); asyncHandler(acosController.scanForPolicyViolations));,AUTH_MOUNT_VERIFIED,N/A,router.get('/red-team/policy-violations'; authorize('admin'); asyncHandler(acosController.scanForPolicyViolations));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
130,server/src/routes/acos.ts,146,router.post('/red-team/schedule'; authorize('admin'); validateBody(scheduleScanSchema); asyncHandler(acosController.scheduleScan));,AUTH_MOUNT_VERIFIED,N/A,router.post('/red-team/schedule'; authorize('admin'); validateBody(scheduleScanSchema); asyncHandler(acosController.scheduleScan));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
131,server/src/routes/acos.ts,147,router.post('/red-team/export-results'; authorize('admin'); asyncHandler(acosController.exportScanResults));,AUTH_MOUNT_VERIFIED,N/A,router.post('/red-team/export-results'; authorize('admin'); asyncHandler(acosController.exportScanResults));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
132,server/src/routes/acos.ts,148,router.post('/red-team/compare-results'; authorize('admin'); validateBody(compareScanResultsSchema); asyncHandler(acosController.compareScanResults));,AUTH_MOUNT_VERIFIED,N/A,router.post('/red-team/compare-results'; authorize('admin'); validateBody(compareScanResultsSchema); asyncHandler(acosController.compareScanResults));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
133,server/src/routes/acos.ts,149,router.post('/red-team/mark-false-positive'; authorize('admin'); validateBody(markFalsePositiveSchema); asyncHandler(acosController.markFalsePositive));,AUTH_MOUNT_VERIFIED,N/A,router.post('/red-team/mark-false-positive'; authorize('admin'); validateBody(markFalsePositiveSchema); asyncHandler(acosController.markFalsePositive));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
134,server/src/routes/acos.ts,152,router.post('/swarm/join'; ...requireAcosFeature('acosFederatedLearning'); authorize('admin'); validateBody(joinFederationSchema); asyncHandler(acosController.joinFederation));,AUTH_MOUNT_VERIFIED,N/A,router.post('/swarm/join'; ...requireAcosFeature('acosFederatedLearning'); authorize('admin'); validateBody(joinFederationSchema); asyncHandler(acosController.joinFederation));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
135,server/src/routes/acos.ts,153,router.post('/swarm/leave'; authorize('admin'); asyncHandler(acosController.leaveFederation));,AUTH_MOUNT_VERIFIED,N/A,router.post('/swarm/leave'; authorize('admin'); asyncHandler(acosController.leaveFederation));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
136,server/src/routes/acos.ts,154,router.post('/swarm/contribute'; authorize('admin'); validateBody(contributeToFederationSchema); asyncHandler(acosController.contributeToFederation));,AUTH_MOUNT_VERIFIED,N/A,router.post('/swarm/contribute'; authorize('admin'); validateBody(contributeToFederationSchema); asyncHandler(acosController.contributeToFederation));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
137,server/src/routes/acos.ts,155,router.get('/swarm/receive-model'; asyncHandler(acosController.receiveFederatedModel));,AUTH_MOUNT_VERIFIED,N/A,router.get('/swarm/receive-model'; asyncHandler(acosController.receiveFederatedModel));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
138,server/src/routes/acos.ts,156,router.post('/swarm/recover'; authorize('admin'); asyncHandler(acosController.recoverFederation));,AUTH_MOUNT_VERIFIED,N/A,router.post('/swarm/recover'; authorize('admin'); asyncHandler(acosController.recoverFederation));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
139,server/src/routes/acos.ts,157,router.get('/swarm/insights'; asyncHandler(acosController.getSwarmInsights));,AUTH_MOUNT_VERIFIED,N/A,router.get('/swarm/insights'; asyncHandler(acosController.getSwarmInsights));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
140,server/src/routes/acos.ts,158,router.get('/swarm/insights/industry'; asyncHandler(acosController.getIndustryInsights));,AUTH_MOUNT_VERIFIED,N/A,router.get('/swarm/insights/industry'; asyncHandler(acosController.getIndustryInsights));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
141,server/src/routes/acos.ts,159,router.get('/swarm/insights/sector'; asyncHandler(acosController.getSectorInsights));,AUTH_MOUNT_VERIFIED,N/A,router.get('/swarm/insights/sector'; asyncHandler(acosController.getSectorInsights));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
142,server/src/routes/acos.ts,160,router.get('/swarm/insights/frameworks/:frameworkId'; asyncHandler(acosController.getFrameworkInsights));,AUTH_MOUNT_VERIFIED,N/A,router.get('/swarm/insights/frameworks/:frameworkId'; asyncHandler(acosController.getFrameworkInsights));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
143,server/src/routes/acos.ts,161,router.get('/swarm/benchmark'; asyncHandler(acosController.benchmarkAgainstPeers));,AUTH_MOUNT_VERIFIED,N/A,router.get('/swarm/benchmark'; asyncHandler(acosController.benchmarkAgainstPeers));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
144,server/src/routes/acos.ts,162,router.get('/swarm/trends'; asyncHandler(acosController.identifyTrends));,AUTH_MOUNT_VERIFIED,N/A,router.get('/swarm/trends'; asyncHandler(acosController.identifyTrends));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
145,server/src/routes/acos.ts,163,router.post('/swarm/insights/export'; asyncHandler(acosController.exportInsights));,AUTH_MOUNT_VERIFIED,N/A,router.post('/swarm/insights/export'; asyncHandler(acosController.exportInsights));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
146,server/src/routes/acos.ts,164,router.post('/swarm/model/rollback'; authorize('admin'); asyncHandler(acosController.rollbackModel));,AUTH_MOUNT_VERIFIED,N/A,router.post('/swarm/model/rollback'; authorize('admin'); asyncHandler(acosController.rollbackModel));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
147,server/src/routes/acos.ts,165,router.post('/swarm/model/distribute'; authorize('admin'); asyncHandler(acosController.distributeModel));,AUTH_MOUNT_VERIFIED,N/A,router.post('/swarm/model/distribute'; authorize('admin'); asyncHandler(acosController.distributeModel));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
148,server/src/routes/acos.ts,166,router.get('/swarm/model/audit-trail'; asyncHandler(acosController.getModelAuditTrail));,AUTH_MOUNT_VERIFIED,N/A,router.get('/swarm/model/audit-trail'; asyncHandler(acosController.getModelAuditTrail));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
149,server/src/routes/acos.ts,169,router.post('/multimodal/transcribe-audio'; ...requireAcosFeature('acosMultiModal'); upload.single('audio'); asyncHandler(acosController.transcribeAudio));,AUTH_MOUNT_VERIFIED,N/A,router.post('/multimodal/transcribe-audio'; ...requireAcosFeature('acosMultiModal'); upload.single('audio'); asyncHandler(acosController.transcribeAudio));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
150,server/src/routes/acos.ts,170,router.post('/multimodal/analyze-video'; ...requireAcosFeature('acosMultiModal'); upload.single('video'); asyncHandler(acosController.analyzeVideo));,AUTH_MOUNT_VERIFIED,N/A,router.post('/multimodal/analyze-video'; ...requireAcosFeature('acosMultiModal'); upload.single('video'); asyncHandler(acosController.analyzeVideo));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
151,server/src/routes/acos.ts,173,router.post('/physical-ai/register-device'; ...requireVisionaryFeature('acosPhysicalAi'); authorize('admin'); validateBody(registerDeviceSchema); asyncHandler(acosController.registerDevice));,AUTH_MOUNT_VERIFIED,N/A,router.post('/physical-ai/register-device'; ...requireVisionaryFeature('acosPhysicalAi'); authorize('admin'); validateBody(registerDeviceSchema); asyncHandler(acosController.registerDevice));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
152,server/src/routes/acos.ts,174,router.post('/physical-ai/bulk-register'; authorize('admin'); validateBody(bulkRegisterDevicesSchema); asyncHandler(acosController.bulkRegisterDevices));,AUTH_MOUNT_VERIFIED,N/A,router.post('/physical-ai/bulk-register'; authorize('admin'); validateBody(bulkRegisterDevicesSchema); asyncHandler(acosController.bulkRegisterDevices));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
153,server/src/routes/acos.ts,175,router.delete('/physical-ai/devices/:deviceId'; authorize('admin'); asyncHandler(acosController.deregisterDevice));,AUTH_MOUNT_VERIFIED,N/A,router.delete('/physical-ai/devices/:deviceId'; authorize('admin'); asyncHandler(acosController.deregisterDevice));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
154,server/src/routes/acos.ts,176,router.get('/physical-ai/devices'; asyncHandler(acosController.getDevices));,AUTH_MOUNT_VERIFIED,N/A,router.get('/physical-ai/devices'; asyncHandler(acosController.getDevices));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
155,server/src/routes/acos.ts,177,router.post('/physical-ai/devices/:deviceId/compliance-check'; authorize('admin'); asyncHandler(acosController.performEdgeComplianceCheck));,AUTH_MOUNT_VERIFIED,N/A,router.post('/physical-ai/devices/:deviceId/compliance-check'; authorize('admin'); asyncHandler(acosController.performEdgeComplianceCheck));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
156,server/src/routes/acos.ts,178,router.get('/physical-ai/devices/:deviceId/heartbeat'; asyncHandler(acosController.monitorDeviceHeartbeat));,AUTH_MOUNT_VERIFIED,N/A,router.get('/physical-ai/devices/:deviceId/heartbeat'; asyncHandler(acosController.monitorDeviceHeartbeat));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
157,server/src/routes/acos.ts,179,router.get('/physical-ai/devices/offline'; asyncHandler(acosController.detectOfflineDevices));,AUTH_MOUNT_VERIFIED,N/A,router.get('/physical-ai/devices/offline'; asyncHandler(acosController.detectOfflineDevices));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
158,server/src/routes/acos.ts,180,router.get('/physical-ai/devices/:deviceId/battery'; asyncHandler(acosController.monitorBatteryLevel));,AUTH_MOUNT_VERIFIED,N/A,router.get('/physical-ai/devices/:deviceId/battery'; asyncHandler(acosController.monitorBatteryLevel));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
159,server/src/routes/acos.ts,181,router.get('/physical-ai/devices/:deviceId/connectivity'; asyncHandler(acosController.monitorConnectivity));,AUTH_MOUNT_VERIFIED,N/A,router.get('/physical-ai/devices/:deviceId/connectivity'; asyncHandler(acosController.monitorConnectivity));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
160,server/src/routes/acos.ts,182,router.get('/physical-ai/devices/:deviceId/firmware'; asyncHandler(acosController.trackFirmwareVersion));,AUTH_MOUNT_VERIFIED,N/A,router.get('/physical-ai/devices/:deviceId/firmware'; asyncHandler(acosController.trackFirmwareVersion));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
161,server/src/routes/acos.ts,183,router.get('/physical-ai/health/dashboard'; asyncHandler(acosController.getHealthDashboard));,AUTH_MOUNT_VERIFIED,N/A,router.get('/physical-ai/health/dashboard'; asyncHandler(acosController.getHealthDashboard));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
162,server/src/routes/acos.ts,184,router.get('/physical-ai/devices/:deviceId/health/history'; asyncHandler(acosController.getHealthHistory));,AUTH_MOUNT_VERIFIED,N/A,router.get('/physical-ai/devices/:deviceId/health/history'; asyncHandler(acosController.getHealthHistory));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
163,server/src/routes/acos.ts,185,router.get('/physical-ai/devices/:deviceId/predictive-maintenance'; asyncHandler(acosController.performPredictiveMaintenance));,AUTH_MOUNT_VERIFIED,N/A,router.get('/physical-ai/devices/:deviceId/predictive-maintenance'; asyncHandler(acosController.performPredictiveMaintenance));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
164,server/src/routes/acos.ts,186,router.get('/physical-ai/health/bulk-check'; asyncHandler(acosController.bulkHealthCheck));,AUTH_MOUNT_VERIFIED,N/A,router.get('/physical-ai/health/bulk-check'; asyncHandler(acosController.bulkHealthCheck));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
165,server/src/routes/acos.ts,189,router.post('/vr/sessions'; ...requireVisionaryFeature('acosVrTraining'); authorize('admin'; 'editor'); validateBody(createVRSessionSchema); asyncHandler(acosController.createVRSession));,AUTH_MOUNT_VERIFIED,N/A,router.post('/vr/sessions'; ...requireVisionaryFeature('acosVrTraining'); authorize('admin'; 'editor'); validateBody(createVRSessionSchema); asyncHandler(acosController.createVRSession));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
166,server/src/routes/acos.ts,190,router.get('/vr/sessions'; asyncHandler(acosController.getActiveVRSessions));,AUTH_MOUNT_VERIFIED,N/A,router.get('/vr/sessions'; asyncHandler(acosController.getActiveVRSessions));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
167,server/src/routes/acos.ts,191,router.get('/vr/sessions/:sessionId'; asyncHandler(acosController.getVRSessionDetails));,AUTH_MOUNT_VERIFIED,N/A,router.get('/vr/sessions/:sessionId'; asyncHandler(acosController.getVRSessionDetails));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
168,server/src/routes/acos.ts,192,router.get('/vr/sessions/:sessionId/health'; asyncHandler(acosController.checkVRSessionHealth));,AUTH_MOUNT_VERIFIED,N/A,router.get('/vr/sessions/:sessionId/health'; asyncHandler(acosController.checkVRSessionHealth));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
169,server/src/routes/acos.ts,193,router.post('/vr/sessions/:sessionId/join'; asyncHandler(acosController.joinVRSession));,AUTH_MOUNT_VERIFIED,N/A,router.post('/vr/sessions/:sessionId/join'; asyncHandler(acosController.joinVRSession));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
170,server/src/routes/acos.ts,194,router.post('/vr/sessions/:sessionId/leave'; asyncHandler(acosController.leaveVRSession));,AUTH_MOUNT_VERIFIED,N/A,router.post('/vr/sessions/:sessionId/leave'; asyncHandler(acosController.leaveVRSession));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
171,server/src/routes/acos.ts,195,router.post('/vr/sessions/:sessionId/start'; authorize('admin'; 'editor'); asyncHandler(acosController.startVRSession));,AUTH_MOUNT_VERIFIED,N/A,router.post('/vr/sessions/:sessionId/start'; authorize('admin'; 'editor'); asyncHandler(acosController.startVRSession));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
172,server/src/routes/acos.ts,196,router.post('/vr/sessions/:sessionId/end'; authorize('admin'; 'editor'); asyncHandler(acosController.endVRSession));,AUTH_MOUNT_VERIFIED,N/A,router.post('/vr/sessions/:sessionId/end'; authorize('admin'; 'editor'); asyncHandler(acosController.endVRSession));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
173,server/src/routes/acos.ts,197,router.post('/vr/sessions/:sessionId/annotations'; validateBody(vrAnnotationSchema); asyncHandler(acosController.addVRAnnotation));,AUTH_MOUNT_VERIFIED,N/A,router.post('/vr/sessions/:sessionId/annotations'; validateBody(vrAnnotationSchema); asyncHandler(acosController.addVRAnnotation));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
174,server/src/routes/acos.ts,198,router.post('/vr/sessions/:sessionId/annotations/voice'; asyncHandler(acosController.addVRVoiceAnnotation));,AUTH_MOUNT_VERIFIED,N/A,router.post('/vr/sessions/:sessionId/annotations/voice'; asyncHandler(acosController.addVRVoiceAnnotation));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
175,server/src/routes/acos.ts,199,router.put('/vr/sessions/:sessionId/annotations/:annotationId'; validateBody(vrAnnotationSchema); asyncHandler(acosController.editVRAnnotation));,AUTH_MOUNT_VERIFIED,N/A,router.put('/vr/sessions/:sessionId/annotations/:annotationId'; validateBody(vrAnnotationSchema); asyncHandler(acosController.editVRAnnotation));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
176,server/src/routes/acos.ts,200,router.delete('/vr/sessions/:sessionId/annotations/:annotationId'; asyncHandler(acosController.deleteVRAnnotation));,AUTH_MOUNT_VERIFIED,N/A,router.delete('/vr/sessions/:sessionId/annotations/:annotationId'; asyncHandler(acosController.deleteVRAnnotation));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
177,server/src/routes/acos.ts,201,router.get('/vr/sessions/:sessionId/annotations/:annotationId/history'; asyncHandler(acosController.getVRAnnotationHistory));,AUTH_MOUNT_VERIFIED,N/A,router.get('/vr/sessions/:sessionId/annotations/:annotationId/history'; asyncHandler(acosController.getVRAnnotationHistory));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
178,server/src/routes/acos.ts,202,router.get('/vr/sessions/:sessionId/annotations/export'; asyncHandler(acosController.exportVRAnnotations));,AUTH_MOUNT_VERIFIED,N/A,router.get('/vr/sessions/:sessionId/annotations/export'; asyncHandler(acosController.exportVRAnnotations));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
179,server/src/routes/acos.ts,203,router.post('/vr/sessions/:sessionId/chat'; validateBody(vrChatMessageSchema); asyncHandler(acosController.sendVRChatMessage));,AUTH_MOUNT_VERIFIED,N/A,router.post('/vr/sessions/:sessionId/chat'; validateBody(vrChatMessageSchema); asyncHandler(acosController.sendVRChatMessage));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
180,server/src/routes/acos.ts,204,router.get('/vr/sessions/:sessionId/chat'; asyncHandler(acosController.getVRChatHistory));,AUTH_MOUNT_VERIFIED,N/A,router.get('/vr/sessions/:sessionId/chat'; asyncHandler(acosController.getVRChatHistory));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
181,server/src/routes/acos.ts,205,router.post('/vr/sessions/:sessionId/voice-chat/toggle'; asyncHandler(acosController.toggleVRVoiceChat));,AUTH_MOUNT_VERIFIED,N/A,router.post('/vr/sessions/:sessionId/voice-chat/toggle'; asyncHandler(acosController.toggleVRVoiceChat));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
