row_number,file,line,snippet,verdict,evidence_lines_read,evidence_quote,verified_at,verified_by
93,server/src/routes/enterprise.ts,208,return res.status(201).json(created || questionnaire);,STATUS_2XX_SUCCESS,server/src/routes/enterprise.ts:185-210,"... const created = full.find((q) => q.id === questionnaire.id); return res.status(201).json(created || questionnaire); })); // wrapped in authAsyncHandler; no catch",2026-05-25T00:00:00Z,controllers_chunk_02
94,server/src/routes/enterprise.ts,313,res.status(201).json(policy);,STATUS_2XX_SUCCESS,server/src/routes/enterprise.ts:303-315,"policyRouter.post('/'; ... authAsyncHandler(async (req; res) => { const policy = await policyLibraryService.createPolicy({...}); res.status(201).json(policy); }));",2026-05-25T00:00:00Z,controllers_chunk_02
95,server/src/routes/enterprise.ts,438,res.status(201).json(policy);,STATUS_2XX_SUCCESS,server/src/routes/enterprise.ts:429-440,"policyRouter.post('/:id/duplicate'; ... authAsyncHandler(async (req; res) => { const policy = await policyLibraryService.duplicatePolicy(...); res.status(201).json(policy); }));",2026-05-25T00:00:00Z,controllers_chunk_02
96,server/src/routes/enterprise.ts,472,res.status(201).json(certificate);,STATUS_2XX_SUCCESS,server/src/routes/enterprise.ts:463-474,"trustCenterRouter.post('/certificates'; ... authAsyncHandler(async (req; res) => { const certificate = await trustCenterService.createCertificate({...}); res.status(201).json(certificate); }));",2026-05-25T00:00:00Z,controllers_chunk_02
97,server/src/routes/enterprise.ts,507,res.status(201).json(child);,STATUS_2XX_SUCCESS,server/src/routes/enterprise.ts:497-509,"workspaceRouter.post('/child-organizations'; ... authAsyncHandler(async (req; res) => { const child = await multiWorkspaceService.createChildOrganization(...); res.status(201).json(child); }));",2026-05-25T00:00:00Z,controllers_chunk_02
98,server/src/routes/enterprise.ts,589,res.status(201).json(report);,STATUS_2XX_SUCCESS,server/src/routes/enterprise.ts:579-591,"reportRouter.post('/'; ... authAsyncHandler(async (req; res) => { const report = await reportingService.createReport({...}); res.status(201).json(report); }));",2026-05-25T00:00:00Z,controllers_chunk_02
99,server/src/routes/enterprise.ts,652,res.status(201).json(monitor);,STATUS_2XX_SUCCESS,server/src/routes/enterprise.ts:642-654,"monitorRouter.post('/'; ... authAsyncHandler(async (req; res) => { const monitor = await monitoringService.createMonitor({...}); res.status(201).json(monitor); }));",2026-05-25T00:00:00Z,controllers_chunk_02
100,server/src/routes/enterprise.ts,811,res.status(201).json(issue);,STATUS_2XX_SUCCESS,server/src/routes/enterprise.ts:801-813,"issueRouter.post('/'; ... authAsyncHandler(async (req; res) => { const issue = await issueManagementService.createIssue({...}); res.status(201).json(issue); }));",2026-05-25T00:00:00Z,controllers_chunk_02
101,server/src/routes/workflow.ts,103,res.status(201).json(workflow);,STATUS_2XX_SUCCESS,server/src/routes/workflow.ts:85-105,"const workflow = await prisma.gRCWorkflow.create({...}); res.status(201).json(workflow);  -- inside asyncHandler; no inline catch",2026-05-25T00:00:00Z,controllers_chunk_03
102,server/src/routes/workflow.ts,180,res.status(204).send();,STATUS_2XX_SUCCESS,server/src/routes/workflow.ts:165-182,"await prisma.gRCWorkflow.delete({ where: { id: req.params.id } }); res.status(204).send();  -- happy-path delete success",2026-05-25T00:00:00Z,controllers_chunk_03
103,server/src/routes/workflow.ts,213,res.status(201).json(copy);,STATUS_2XX_SUCCESS,server/src/routes/workflow.ts:198-215,"const copy = await prisma.gRCWorkflow.create({...}); res.status(201).json(copy);  -- duplicate workflow happy-path",2026-05-25T00:00:00Z,controllers_chunk_03
104,server/src/routes/workflow.ts,343,res.status(201).json(workflow);,STATUS_2XX_SUCCESS,server/src/routes/workflow.ts:325-345,"const workflow = await prisma.gRCWorkflow.create({...}); res.status(201).json(workflow);  -- create-from-template success",2026-05-25T00:00:00Z,controllers_chunk_03
105,server/src/routes/workflow.ts,486,res.status(201).json(rule);,STATUS_2XX_SUCCESS,server/src/routes/workflow.ts:470-488,"const rule = await prisma.gRCWorkflow.create({...}); res.status(201).json(rule);  -- workflow rule create success",2026-05-25T00:00:00Z,controllers_chunk_03
106,server/src/routes/workflow.ts,538,res.status(204).send();,STATUS_2XX_SUCCESS,server/src/routes/workflow.ts:523-540,"await prisma.gRCWorkflow.delete({ where: { id: req.params.id } }); res.status(204).send();  -- rule delete success",2026-05-25T00:00:00Z,controllers_chunk_03
107,server/src/routes/ropa.ts,352,res.status(201).json(record);,STATUS_2XX_SUCCESS,server/src/routes/ropa.ts:335-358,"res.status(201).json(record); } catch (error) { if (error instanceof AppError) throw error; logger.error(...); throw new AppError(...) }  -- 2xx success; catch re-throws via AppError",2026-05-25T00:00:00Z,controllers_chunk_03
108,server/src/routes/auditor.ts,82,res.status(201).json(profile);,STATUS_2XX_SUCCESS,server/src/routes/auditor.ts:74-84,"const profile = await auditorService.createAuditorProfile(...); res.status(201).json(profile);  -- asyncHandler success path",2026-05-25T00:00:00Z,controllers_chunk_03
109,server/src/routes/auditor.ts,141,res.status(201).json(engagement);,STATUS_2XX_SUCCESS,server/src/routes/auditor.ts:133-143,"const engagement = await auditorService.createEngagement(...); res.status(201).json(engagement);  -- asyncHandler success",2026-05-25T00:00:00Z,controllers_chunk_03
110,server/src/routes/auditor.ts,203,res.status(201).json(finding);,STATUS_2XX_SUCCESS,server/src/routes/auditor.ts:192-205,"const finding = await auditorService.createFinding(...); res.status(201).json(finding);  -- asyncHandler success",2026-05-25T00:00:00Z,controllers_chunk_03
111,server/src/routes/auditor.ts,265,res.status(201).json(workpaper);,STATUS_2XX_SUCCESS,server/src/routes/auditor.ts:254-267,"const workpaper = await auditorService.createWorkpaper(...); res.status(201).json(workpaper);  -- asyncHandler success",2026-05-25T00:00:00Z,controllers_chunk_03
112,server/src/routes/auditor.ts,327,res.status(201).json(request);,STATUS_2XX_SUCCESS,server/src/routes/auditor.ts:316-329,"const request = await auditorService.createRequest(...); res.status(201).json(request);  -- asyncHandler success",2026-05-25T00:00:00Z,controllers_chunk_03
113,server/src/routes/exceptions.ts,249,"res.status(201).json({ status: 'success'; data: exception });",STATUS_2XX_SUCCESS,server/src/routes/exceptions.ts:235-256,"res.status(201).json({ status: 'success'; data: exception }); } catch (error) { if (error instanceof AppError) throw error; ... throw new AppError(...) }  -- 2xx success",2026-05-25T00:00:00Z,controllers_chunk_03
114,server/src/routes/dpia.ts,204,res.status(201).json(dpia);,STATUS_2XX_SUCCESS,server/src/routes/dpia.ts:190-211,"res.status(201).json(dpia); } catch (error) { if (error instanceof AppError) throw error; ... throw new AppError(...) }  -- 2xx success",2026-05-25T00:00:00Z,controllers_chunk_03
115,server/src/routes/dpia.ts,496,res.status(201).json(riskAssessment);,STATUS_2XX_SUCCESS,server/src/routes/dpia.ts:480-502,"res.status(201).json(riskAssessment); } catch (error) { if (error instanceof AppError) throw error; ... throw new AppError(...) }  -- 2xx success",2026-05-25T00:00:00Z,controllers_chunk_03
116,server/src/routes/reports.ts,290,"res.status(201).json({ status: 'success'; data: template });",STATUS_2XX_SUCCESS,server/src/routes/reports.ts:275-296,"const template = await prisma.reportTemplate.create({...}); res.status(201).json({ status: 'success'; data: template });  -- success path; catch re-throws AppError",2026-05-25T00:00:00Z,controllers_chunk_03
117,server/src/routes/nps.ts,65,"res.status(201).json({ status: 'success'; data });",STATUS_2XX_SUCCESS,server/src/routes/nps.ts:50-67,"const data = await npsService.createResponse({...}); res.status(201).json({ status: 'success'; data });  -- asyncHandler success",2026-05-25T00:00:00Z,controllers_chunk_03
118,server/src/routes/nps.ts,152,"res.status(201).json({ status: 'success'; data });",STATUS_2XX_SUCCESS,server/src/routes/nps.ts:132-154,"const data = await npsService.scheduleInvitation({...}); res.status(201).json({ status: 'success'; data });  -- asyncHandler success",2026-05-25T00:00:00Z,controllers_chunk_03
119,server/src/routes/costs.ts,369,"res.status(201).json({ status: 'success'; data: cost });",STATUS_2XX_SUCCESS,server/src/routes/costs.ts:355-376,"res.status(201).json({ status: 'success'; data: cost }); } catch (error) { if (error instanceof AppError) throw error; ... throw new AppError(...) }  -- 2xx success",2026-05-25T00:00:00Z,controllers_chunk_03
120,server/src/routes/marketplace/marketplaceRoutes.ts,537,res.status(201).json({,STATUS_2XX_SUCCESS,server/src/routes/marketplace/marketplaceRoutes.ts:520-541,"const installed = await prisma.integration.create({...}); res.status(201).json({ message: ...; integration: installed });  -- asyncHandler success",2026-05-25T00:00:00Z,controllers_chunk_03
121,server/src/routes/assets.ts,246,"res.status(201).json({ status: 'success'; data: asset });",STATUS_2XX_SUCCESS,server/src/routes/assets.ts:230-252,"res.status(201).json({ status: 'success'; data: asset }); } catch (error) { logger.error(...); throw error instanceof AppError ? error : new AppError(...) }  -- 2xx success",2026-05-25T00:00:00Z,controllers_chunk_03
122,server/src/routes/regulatoryChanges.ts,249,"res.status(201).json({ status: 'success'; data: result });",STATUS_2XX_SUCCESS,server/src/routes/regulatoryChanges.ts:235-256,"res.status(201).json({ status: 'success'; data: result }); } catch (error) { if (error instanceof AppError) throw error; ... throw new AppError(...) }  -- 2xx success",2026-05-25T00:00:00Z,controllers_chunk_03
123,server/src/routes/regulatoryChanges.ts,458,"res.status(201).json({ status: 'success'; data: impact });",STATUS_2XX_SUCCESS,server/src/routes/regulatoryChanges.ts:445-465,"res.status(201).json({ status: 'success'; data: impact }); } catch (error) { if (error instanceof AppError) throw error; ... throw new AppError(...) }  -- 2xx success",2026-05-25T00:00:00Z,controllers_chunk_03
124,server/src/routes/mdm.ts,68,res.status(201).json(device);,STATUS_2XX_SUCCESS,server/src/routes/mdm.ts:57-70,"const device = await mdmService.enrollDevice({...}); res.status(201).json(device);  -- asyncHandler success",2026-05-25T00:00:00Z,controllers_chunk_03
125,server/src/routes/mdm.ts,186,res.status(201).json(policy);,STATUS_2XX_SUCCESS,server/src/routes/mdm.ts:175-188,"const policy = await mdmService.createPolicy({...}); res.status(201).json(policy);  -- asyncHandler success",2026-05-25T00:00:00Z,controllers_chunk_03
126,server/src/routes/mdm.ts,219,res.status(204).send();,STATUS_2XX_SUCCESS,server/src/routes/mdm.ts:213-221,"await mdmService.deletePolicy(...); res.status(204).send();  -- delete success",2026-05-25T00:00:00Z,controllers_chunk_03
127,server/src/routes/sod.ts,69,res.status(201).json(rule);,STATUS_2XX_SUCCESS,server/src/routes/sod.ts:58-71,"const rule = await sodService.createSoDRule({...}); res.status(201).json(rule);  -- asyncHandler success",2026-05-25T00:00:00Z,controllers_chunk_03
128,server/src/routes/sod.ts,102,res.status(204).send();,STATUS_2XX_SUCCESS,server/src/routes/sod.ts:96-104,"await sodService.deleteSoDRule(...); res.status(204).send();  -- delete success",2026-05-25T00:00:00Z,controllers_chunk_03
129,server/src/routes/sod.ts,205,res.status(201).json(control);,STATUS_2XX_SUCCESS,server/src/routes/sod.ts:193-207,"const control = await sodService.addCompensatingControl(...); res.status(201).json(control);  -- asyncHandler success",2026-05-25T00:00:00Z,controllers_chunk_03
130,server/src/routes/sod.ts,237,res.status(204).send();,STATUS_2XX_SUCCESS,server/src/routes/sod.ts:226-239,"await sodService.deleteCompensatingControl(...); res.status(204).send();  -- delete success",2026-05-25T00:00:00Z,controllers_chunk_03
131,server/src/routes/cookieConsent.ts,172,res.status(201).json({,STATUS_2XX_SUCCESS,server/src/routes/cookieConsent.ts:155-182,"res.status(201).json({ message: 'Cookie preferences saved'; preference }); } catch (error) { if (error instanceof AppError) throw error; ... throw new AppError(...) }  -- 2xx success",2026-05-25T00:00:00Z,controllers_chunk_03
132,server/src/routes/cookieConsent.ts,326,res.status(201).json(record);,STATUS_2XX_SUCCESS,server/src/routes/cookieConsent.ts:310-333,"res.status(201).json(record); } catch (error) { if (error instanceof AppError) throw error; ... throw new AppError(...) }  -- 2xx success",2026-05-25T00:00:00Z,controllers_chunk_03
133,server/src/routes/scim.ts,88,res.status(401).json({,STATUS_4XX_VALIDATION_OK,server/src/routes/scim.ts:79-95,"if (!authHeader || !authHeader.startsWith('Bearer ')) { res.status(401).json({...; detail: 'Bearer token is required'; status: '401' }); return; }  -- auth middleware pre-validation 401",2026-05-25T00:00:00Z,controllers_chunk_03
134,server/src/routes/scim.ts,99,res.status(401).json({,STATUS_4XX_VALIDATION_OK,server/src/routes/scim.ts:96-105,"const token = authHeader.substring(7); if (!token) { res.status(401).json({...; detail: 'Invalid bearer token'; status: '401' }); return; }  -- auth middleware empty-token 401",2026-05-25T00:00:00Z,controllers_chunk_03
135,server/src/routes/scim.ts,131,res.status(401).json({,STATUS_4XX_VALIDATION_OK,server/src/routes/scim.ts:128-138,"if (!matchedConfig) { res.status(401).json({...; detail: 'Invalid or expired bearer token'; status: '401' }); return; }  -- auth middleware no-match 401",2026-05-25T00:00:00Z,controllers_chunk_03
136,server/src/routes/scim.ts,152,res.status(500).json({,STATUS_5XX_INLINE_ERROR_BYPASS,server/src/routes/scim.ts:149-158,"} catch (error) { logger.error('SCIM auth error:'; error); res.status(500).json({...; detail: 'Internal server error'; status: '500' }); }  -- 5xx inline in catch; no next(error); bypasses global handler",2026-05-25T00:00:00Z,controllers_chunk_03
137,server/src/routes/scim.ts,314,res.status(500).json({,STATUS_5XX_INLINE_ERROR_BYPASS,server/src/routes/scim.ts:312-320,"} catch (error) { logger.error('SCIM list users error:'; error); res.status(500).json({...; status: '500' }); }  -- 5xx inline in catch; no next(error); bypasses global handler",2026-05-25T00:00:00Z,controllers_chunk_03
138,server/src/routes/scim.ts,346,res.status(409).json({,STATUS_4XX_VALIDATION_OK,server/src/routes/scim.ts:340-353,"if (existing) { res.status(409).json({...; detail: 'User with userName \"' + email + '\" already exists'; scimType: 'uniqueness'; status: '409' }); return; }  -- uniqueness validation 409 on success path",2026-05-25T00:00:00Z,controllers_chunk_03
139,server/src/routes/scim.ts,374,"res.status(201).json(toSCIMUser(user; baseUrl));",STATUS_2XX_SUCCESS,server/src/routes/scim.ts:359-374,"const user = await prisma.user.create({...}); res.status(201).json(toSCIMUser(user; baseUrl));  -- 2xx success path",2026-05-25T00:00:00Z,controllers_chunk_03
140,server/src/routes/scim.ts,377,res.status(500).json({,STATUS_5XX_INLINE_ERROR_BYPASS,server/src/routes/scim.ts:375-382,"} catch (error) { logger.error('SCIM create user error:'; error); res.status(500).json({...; detail: 'Failed to create user'; status: '500' }); }  -- 5xx inline in catch; bypasses global handler",2026-05-25T00:00:00Z,controllers_chunk_03
141,server/src/routes/scim.ts,403,res.status(404).json({,STATUS_4XX_VALIDATION_OK,server/src/routes/scim.ts:398-409,"if (!user) { res.status(404).json({...; detail: 'User not found'; status: '404' }); return; }  -- not-found 404 in success path",2026-05-25T00:00:00Z,controllers_chunk_03
142,server/src/routes/scim.ts,414,res.status(500).json({,STATUS_5XX_INLINE_ERROR_BYPASS,server/src/routes/scim.ts:412-419,"} catch (error) { logger.error('SCIM get user error:'; error); res.status(500).json({...; status: '500' }); }  -- 5xx inline in catch; bypasses global handler",2026-05-25T00:00:00Z,controllers_chunk_03
143,server/src/routes/scim.ts,441,res.status(404).json({,STATUS_4XX_VALIDATION_OK,server/src/routes/scim.ts:436-447,"if (!existing) { res.status(404).json({...; detail: 'User not found'; status: '404' }); return; }  -- not-found 404 in PUT happy path",2026-05-25T00:00:00Z,controllers_chunk_03
144,server/src/routes/scim.ts,471,res.status(500).json({,STATUS_5XX_INLINE_ERROR_BYPASS,server/src/routes/scim.ts:469-476,"} catch (error) { logger.error('SCIM replace user error:'; error); res.status(500).json({...; status: '500' }); }  -- 5xx inline in catch; bypasses global handler",2026-05-25T00:00:00Z,controllers_chunk_03
145,server/src/routes/scim.ts,498,res.status(404).json({,STATUS_4XX_VALIDATION_OK,server/src/routes/scim.ts:493-504,"if (!existing) { res.status(404).json({...; detail: 'User not found'; status: '404' }); return; }  -- not-found 404 in PATCH happy path",2026-05-25T00:00:00Z,controllers_chunk_03
146,server/src/routes/scim.ts,509,res.status(400).json({,STATUS_4XX_VALIDATION_OK,server/src/routes/scim.ts:506-516,"if (!Operations || !Array.isArray(Operations)) { res.status(400).json({...; detail: 'Operations array is required for PATCH'; scimType: 'invalidValue'; status: '400' }); return; }  -- 400 input validation",2026-05-25T00:00:00Z,controllers_chunk_03
147,server/src/routes/scim.ts,576,res.status(500).json({,STATUS_5XX_INLINE_ERROR_BYPASS,server/src/routes/scim.ts:574-581,"} catch (error) { logger.error('SCIM patch user error:'; error); res.status(500).json({...; detail: 'Failed to update user'; status: '500' }); }  -- 5xx inline in catch; bypasses global handler",2026-05-25T00:00:00Z,controllers_chunk_03
148,server/src/routes/scim.ts,601,res.status(404).json({,STATUS_4XX_VALIDATION_OK,server/src/routes/scim.ts:596-607,"if (!existing) { res.status(404).json({...; detail: 'User not found'; status: '404' }); return; }  -- not-found 404 in DELETE happy path",2026-05-25T00:00:00Z,controllers_chunk_03
149,server/src/routes/scim.ts,615,res.status(204).send();,STATUS_2XX_SUCCESS,server/src/routes/scim.ts:609-615,"await prisma.user.update({ where: { id: req.params.id }; data: { active: false } }); res.status(204).send();  -- deactivate success",2026-05-25T00:00:00Z,controllers_chunk_03
150,server/src/routes/scim.ts,618,res.status(500).json({,STATUS_5XX_INLINE_ERROR_BYPASS,server/src/routes/scim.ts:616-623,"} catch (error) { logger.error('SCIM deactivate user error:'; error); res.status(500).json({...; detail: 'Failed to deactivate user'; status: '500' }); }  -- 5xx inline in catch; bypasses global handler",2026-05-25T00:00:00Z,controllers_chunk_03
151,server/src/routes/scim.ts,694,res.status(500).json({,STATUS_5XX_INLINE_ERROR_BYPASS,server/src/routes/scim.ts:680-700,"} catch (error) { logger.error('SCIM list groups error:'; error); res.status(500).json({ schemas: [...]; detail: 'Failed to list groups'; status: '500' }); }",2026-05-25T00:00:00Z,controllers_chunk_04
152,server/src/routes/scim.ts,719,res.status(400).json({,STATUS_4XX_VALIDATION_OK,server/src/routes/scim.ts:715-727,"if (!displayName) { res.status(400).json({ schemas: [...]; detail: 'displayName is required'; scimType: 'invalidValue'; status: '400' }); return; }",2026-05-25T00:00:00Z,controllers_chunk_04
153,server/src/routes/scim.ts,734,res.status(409).json({,STATUS_4XX_VALIDATION_OK,server/src/routes/scim.ts:728-742,"if (existing) { res.status(409).json({ schemas: [...]; detail: `Group with displayName ... already exists`; scimType: 'uniqueness'; status: '409' }); return; }",2026-05-25T00:00:00Z,controllers_chunk_04
154,server/src/routes/scim.ts,778,res.status(201).json({,STATUS_2XX_SUCCESS,server/src/routes/scim.ts:776-794,"res.status(201).json({ schemas: ['urn:ietf:params:scim:schemas:core:2.0:Group']; id: createdRole!.id; displayName: createdRole!.name; ... })",2026-05-25T00:00:00Z,controllers_chunk_04
155,server/src/routes/scim.ts,796,res.status(500).json({,STATUS_5XX_INLINE_ERROR_BYPASS,server/src/routes/scim.ts:794-802,"} catch (error) { logger.error('SCIM create group error:'; error); res.status(500).json({ schemas: [...]; detail: 'Failed to create group'; status: '500' }); }",2026-05-25T00:00:00Z,controllers_chunk_04
156,server/src/routes/evidenceCollection.ts,229,"res.status(201).json({ status: 'success'; data: rule });",STATUS_2XX_SUCCESS,server/src/routes/evidenceCollection.ts:217-235,"const rule = await prisma.evidenceCollectionRule.create({...}); res.status(201).json({ status: 'success'; data: rule });",2026-05-25T00:00:00Z,controllers_chunk_04
157,server/src/routes/certifications.ts,231,"res.status(201).json({ status: 'success'; data: certification });",STATUS_2XX_SUCCESS,server/src/routes/certifications.ts:215-237,"const certification = await prisma.certification.create({...}); res.status(201).json({ status: 'success'; data: certification });",2026-05-25T00:00:00Z,controllers_chunk_04
158,server/src/routes/certifications.ts,353,"res.status(201).json({ status: 'success'; data: audit });",STATUS_2XX_SUCCESS,server/src/routes/certifications.ts:344-360,"const audit = await prisma.certAudit.create({...}); res.status(201).json({ status: 'success'; data: audit });",2026-05-25T00:00:00Z,controllers_chunk_04
159,server/src/routes/sox.ts,78,res.status(201).json(control);,STATUS_2XX_SUCCESS,server/src/routes/sox.ts:67-80,"router.post('/controls'; ...; asyncHandler(async (req; res) => { const control = await soxService.createSOXControl({...}); res.status(201).json(control); }));",2026-05-25T00:00:00Z,controllers_chunk_04
160,server/src/routes/sox.ts,111,res.status(204).send();,STATUS_2XX_SUCCESS,server/src/routes/sox.ts:105-113,"router.delete('/controls/:id'; ...; asyncHandler(async (req; res) => { ... await soxService.deleteSOXControl(...); res.status(204).send(); }));",2026-05-25T00:00:00Z,controllers_chunk_04
161,server/src/routes/sox.ts,144,res.status(201).json(test);,STATUS_2XX_SUCCESS,server/src/routes/sox.ts:133-146,"router.post('/test-results'; ...; asyncHandler(async (req; res) => { const test = await soxService.createSOXTestResult({...}); res.status(201).json(test); }));",2026-05-25T00:00:00Z,controllers_chunk_04
162,server/src/routes/sox.ts,177,res.status(204).send();,STATUS_2XX_SUCCESS,server/src/routes/sox.ts:171-179,"router.delete('/test-results/:id'; ...; asyncHandler(async (req; res) => { ... await soxService.deleteSOXTestResult(...); res.status(204).send(); }));",2026-05-25T00:00:00Z,controllers_chunk_04
163,server/src/routes/sox.ts,210,res.status(201).json(assessment);,STATUS_2XX_SUCCESS,server/src/routes/sox.ts:199-212,"router.post('/assessments'; ...; asyncHandler(async (req; res) => { const assessment = await soxService.createSOXAssessment({...}); res.status(201).json(assessment); }));",2026-05-25T00:00:00Z,controllers_chunk_04
164,server/src/routes/sox.ts,243,res.status(204).send();,STATUS_2XX_SUCCESS,server/src/routes/sox.ts:237-245,"router.delete('/assessments/:id'; ...; asyncHandler(async (req; res) => { ... await soxService.deleteSOXAssessment(...); res.status(204).send(); }));",2026-05-25T00:00:00Z,controllers_chunk_04
165,server/src/routes/calendar.ts,244,"res.status(201).json({ status: 'success'; data: deadline });",STATUS_2XX_SUCCESS,server/src/routes/calendar.ts:225-250,"const deadline = await prisma.complianceDeadline.create({...}); res.status(201).json({ status: 'success'; data: deadline });",2026-05-25T00:00:00Z,controllers_chunk_04
166,server/src/routes/team.ts,139,res.status(201).json(newUser);,STATUS_2XX_SUCCESS,server/src/routes/team.ts:120-141,"logger.info(`Team member invited: ${email} to organization ${organizationId}`); res.status(201).json(newUser);",2026-05-25T00:00:00Z,controllers_chunk_04
167,server/src/routes/team.ts,306,res.status(201).json({,STATUS_2XX_SUCCESS,server/src/routes/team.ts:304-316,"res.status(201).json({ successful: results.successful; failed: results.failed; summary: { total; successful; failed } });",2026-05-25T00:00:00Z,controllers_chunk_04
168,server/src/routes/personnel.ts,28,res.status(201).json(personnel);,STATUS_2XX_SUCCESS,server/src/routes/personnel.ts:19-30,"router.post('/'; validateBody(...); authAsyncHandler(async (req; res) => { const personnel = await personnelService.createPersonnel({...}); res.status(201).json(personnel); }));",2026-05-25T00:00:00Z,controllers_chunk_04
169,server/src/routes/personnel.ts,70,res.status(201).json(review);,STATUS_2XX_SUCCESS,server/src/routes/personnel.ts:60-72,"router.post('/access-reviews'; validateBody(...); authAsyncHandler(async (req; res) => { const review = await personnelService.createAccessReview({...}); res.status(201).json(review); }));",2026-05-25T00:00:00Z,controllers_chunk_04
170,server/src/routes/securityTraining.ts,342,res.status(201).json(training);,STATUS_2XX_SUCCESS,server/src/routes/securityTraining.ts:325-348,"const training = await prisma.securityTraining.create({...}); res.status(201).json(training);",2026-05-25T00:00:00Z,controllers_chunk_04
171,server/src/routes/securityTraining.ts,534,res.status(201).json({,STATUS_2XX_SUCCESS,server/src/routes/securityTraining.ts:530-546,"res.status(201).json({ message: `Training assigned to ${created} users`; created; failed; skippedInvalidUsers: ... });",2026-05-25T00:00:00Z,controllers_chunk_04
172,server/src/routes/securityTraining.ts,599,res.status(201).json({,STATUS_2XX_SUCCESS,server/src/routes/securityTraining.ts:597-610,"res.status(201).json({ message: `Training assigned to all ${created} users in organization`; totalUsers: orgUsers.length; assigned: created });",2026-05-25T00:00:00Z,controllers_chunk_04
173,server/src/routes/nistCsf.ts,60,"res.status(201).json({ status: 'success'; data });",STATUS_2XX_SUCCESS,server/src/routes/nistCsf.ts:50-62,"router.post('/profiles'; ...; authAsyncHandler(async (req; res) => { const data = await nistCsfService.createProfile({...}); res.status(201).json({ status: 'success'; data }); }));",2026-05-25T00:00:00Z,controllers_chunk_04
174,server/src/routes/nistCsf.ts,119,"res.status(201).json({ status: 'success'; data });",STATUS_2XX_SUCCESS,server/src/routes/nistCsf.ts:110-121,"router.post('/profiles/:id/seed'; ...; authAsyncHandler(async (req; res) => { const data = await nistCsfService.bulkSeedSubcategories(...); res.status(201).json({ status: 'success'; data }); }));",2026-05-25T00:00:00Z,controllers_chunk_04
175,server/src/routes/nistCsf.ts,150,"res.status(201).json({ status: 'success'; data });",STATUS_2XX_SUCCESS,server/src/routes/nistCsf.ts:140-152,"router.post('/assessments'; ...; authAsyncHandler(async (req; res) => { const data = await nistCsfService.upsertSubcategoryAssessment({...}); res.status(201).json({ status: 'success'; data }); }));",2026-05-25T00:00:00Z,controllers_chunk_04
176,server/src/routes/nistCsf.ts,199,"res.status(201).json({ status: 'success'; data });",STATUS_2XX_SUCCESS,server/src/routes/nistCsf.ts:187-201,"router.post('/gap-analyses'; ...; authAsyncHandler(async (req; res) => { const data = await nistCsfService.generateGapAnalysis(...); res.status(201).json({ status: 'success'; data }); }));",2026-05-25T00:00:00Z,controllers_chunk_04
177,server/src/routes/nistCsf.ts,227,"res.status(201).json({ status: 'success'; data });",STATUS_2XX_SUCCESS,server/src/routes/nistCsf.ts:217-229,"router.post('/action-items'; ...; authAsyncHandler(async (req; res) => { const data = await nistCsfService.createActionItem({...}); res.status(201).json({ status: 'success'; data }); }));",2026-05-25T00:00:00Z,controllers_chunk_04
178,server/src/routes/realTimeCompliance.ts,101,"res.status(202).json({ status: 'success'; data: { accepted: true } });",STATUS_2XX_SUCCESS,server/src/routes/realTimeCompliance.ts:95-103,"router.post('/events'; ...; authAsyncHandler(async (req; res) => { realTimeComplianceService.publishComplianceEvent(...); res.status(202).json({ status: 'success'; data: { accepted: true } }); }));",2026-05-25T00:00:00Z,controllers_chunk_04
179,server/src/routes/v2/batchRoutes.ts,162,res.status(201).json(result);,STATUS_2XX_SUCCESS,server/src/routes/v2/batchRoutes.ts:155-163,"} ... logger.info(`[BatchRoutes] Created ${result.created} vendors for org ${organizationId}`); res.status(201).json(result);",2026-05-25T00:00:00Z,controllers_chunk_04
180,server/src/routes/v2/batchRoutes.ts,230,res.status(201).json(result);,STATUS_2XX_SUCCESS,server/src/routes/v2/batchRoutes.ts:223-231,"} ... logger.info(`[BatchRoutes] Created ${result.created} risks for org ${organizationId}`); res.status(201).json(result);",2026-05-25T00:00:00Z,controllers_chunk_04
181,server/src/routes/v2/batchRoutes.ts,295,res.status(201).json(result);,STATUS_2XX_SUCCESS,server/src/routes/v2/batchRoutes.ts:288-296,"} ... logger.info(`[BatchRoutes] Created ${result.created} policies for org ${organizationId}`); res.status(201).json(result);",2026-05-25T00:00:00Z,controllers_chunk_04
182,server/src/routes/v2/batchRoutes.ts,360,res.status(201).json(result);,STATUS_2XX_SUCCESS,server/src/routes/v2/batchRoutes.ts:353-361,"} ... logger.info(`[BatchRoutes] Created ${result.created} frameworks for org ${organizationId}`); res.status(201).json(result);",2026-05-25T00:00:00Z,controllers_chunk_04
183,server/src/routes/vendorMonitoring.ts,287,"res.status(201).json({ status: 'success'; data: check });",STATUS_2XX_SUCCESS,server/src/routes/vendorMonitoring.ts:270-293,"const check = await prisma.vendorMonitoringCheck.create({...}); res.status(201).json({ status: 'success'; data: check });",2026-05-25T00:00:00Z,controllers_chunk_04
184,server/src/routes/vendorMonitoring.ts,486,res.status(201).json({,STATUS_2XX_SUCCESS,server/src/routes/vendorMonitoring.ts:470-495,"logger.info(`Vendor monitoring checks triggered ...`); res.status(201).json({ status: 'success'; data: { vendorId; vendorName; checksRun; results } });",2026-05-25T00:00:00Z,controllers_chunk_04
