row_number,model_name,has_organizationId_field,verdict,evidence_lines_read,evidence_quote,verified_at,verified_by
207,RetentionPolicy,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:5369-5395,"model RetentionPolicy { id String organizationId String ... @@index([organizationId]) @@index([dataCategory]) @@index([status]) }",2026-05-25,prisma_rls_chunk_05
208,RetentionEnforcement,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:5397-5416,"model RetentionEnforcement { id String policyId String ... policy RetentionPolicy @relation(fields: [policyId], references: [id], onDelete: Cascade) @@index([policyId]) } — child entity scoped via RetentionPolicy parent",2026-05-25,prisma_rls_chunk_05
209,SCCTemplate,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:5422-5451,"model SCCTemplate { id String organizationId String ... @@index([organizationId]) @@index([templateType]) @@index([status]) }",2026-05-25,prisma_rls_chunk_05
210,TIAAssessment,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:5453-5478,"model TIAAssessment { id String organizationId String sccTemplateId String @unique ... @@index([organizationId]) @@index([destinationCountry]) @@index([overallRisk]) }",2026-05-25,prisma_rls_chunk_05
211,BCRProgram,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:5480-5511,"model BCRProgram { id String organizationId String ... @@index([organizationId]) @@index([bcrType]) @@index([status]) }",2026-05-25,prisma_rls_chunk_05
212,AITransparencyNotice,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:5517-5544,"model AITransparencyNotice { id String organizationId String ... @@index([organizationId]) @@index([status]) }",2026-05-25,prisma_rls_chunk_05
213,JITPrivacyNotice,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:5550-5581,"model JITPrivacyNotice { id String organizationId String ... @@index([organizationId]) @@index([triggerContext]) @@index([status]) }",2026-05-25,prisma_rls_chunk_05
214,AzureResource,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:5587-5612,"model AzureResource { id String organizationId String ... @@unique([organizationId, azureResourceId]) @@index([organizationId]) @@index([resourceType]) @@index([location]) @@index([resourceGroup]) }",2026-05-25,prisma_rls_chunk_05
215,AzureSecurityFinding,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:5614-5642,"model AzureSecurityFinding { id String organizationId String ... @@unique([organizationId, azureFindingId]) @@index([organizationId]) @@index([severity]) @@index([status]) @@index([affectedResourceType]) }",2026-05-25,prisma_rls_chunk_05
216,AzureSecurityAlert,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:5644-5672,"model AzureSecurityAlert { id String organizationId String ... @@unique([organizationId, azureAlertId]) @@index([organizationId]) @@index([severity]) @@index([status]) @@index([alertType]) @@index([startTimeUtc]) }",2026-05-25,prisma_rls_chunk_05
217,AzurePolicyCompliance,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:5674-5700,"model AzurePolicyCompliance { id String organizationId String ... @@unique([organizationId, azurePolicyAssignmentId]) @@index([organizationId]) @@index([complianceState]) @@index([policyDefinitionId]) }",2026-05-25,prisma_rls_chunk_05
218,AzureUser,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:5702-5732,"model AzureUser { id String organizationId String ... @@unique([organizationId, azureUserId]) @@index([organizationId]) @@index([accountEnabled]) @@index([department]) @@index([riskLevel]) }",2026-05-25,prisma_rls_chunk_05
219,AzureSyncJob,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:5734-5755,"model AzureSyncJob { id String organizationId String ... @@index([organizationId]) @@index([status]) @@index([syncType]) @@index([startedAt]) }",2026-05-25,prisma_rls_chunk_05
220,DataProtectionImpactAssessment,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:5762-5795,"model DataProtectionImpactAssessment { id String organizationId String ... @@index([organizationId]) @@index([status]) @@index([screeningResult]) }",2026-05-25,prisma_rls_chunk_05
221,DPIARiskAssessment,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:5797-5815,"model DPIARiskAssessment { id String dpiaId String ... dpia DataProtectionImpactAssessment @relation(fields: [dpiaId], references: [id], onDelete: Cascade) @@index([dpiaId]) @@index([riskLevel]) } — child entity scoped via DPIA parent",2026-05-25,prisma_rls_chunk_05
222,ProcessingActivityRecord,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:5818-5857,"model ProcessingActivityRecord { id String organizationId String ... @@index([organizationId]) @@index([status]) @@index([lawfulBasis]) }",2026-05-25,prisma_rls_chunk_05
223,SecurityTraining,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:5860-5884,"model SecurityTraining { id String organizationId String ... @@index([organizationId]) @@index([category]) @@index([status]) }",2026-05-25,prisma_rls_chunk_05
224,SecurityTrainingRecord,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:5886-5911,"model SecurityTrainingRecord { id String organizationId String trainingId String userId String ... @@unique([trainingId, userId]) @@index([organizationId]) @@index([userId]) @@index([trainingId]) @@index([status]) }",2026-05-25,prisma_rls_chunk_05
225,GrcIncident,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:5918-5947,"model GrcIncident { id String organizationId String ... @@index([organizationId]) @@index([severity]) @@index([status]) @@index([category]) }",2026-05-25,prisma_rls_chunk_05
226,IncidentTimelineEntry,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:5949-5959,"model IncidentTimelineEntry { id String incidentId String ... incident GrcIncident @relation(fields: [incidentId], references: [id], onDelete: Cascade) @@index([incidentId]) } — child entity scoped via GrcIncident parent",2026-05-25,prisma_rls_chunk_05
227,IncidentTask,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:5961-5972,"model IncidentTask { id String incidentId String ... incident GrcIncident @relation(fields: [incidentId], references: [id], onDelete: Cascade) @@index([incidentId]) } — child entity scoped via GrcIncident parent",2026-05-25,prisma_rls_chunk_05
228,Asset,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:6005-6031,"model Asset { id String organizationId String ... @@index([organizationId]) @@index([type]) @@index([classification]) @@index([status]) }",2026-05-25,prisma_rls_chunk_05
229,ComplianceDeadline,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:6058-6080,"model ComplianceDeadline { id String organizationId String ... @@index([organizationId]) @@index([dueDate]) @@index([status]) @@index([type]) }",2026-05-25,prisma_rls_chunk_05
230,MaturityAssessment,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:6107-6120,"model MaturityAssessment { id String organizationId String ... @@index([organizationId]) @@index([assessmentDate]) }",2026-05-25,prisma_rls_chunk_05
231,MaturityDomain,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:6122-6132,"model MaturityDomain { id String assessmentId String ... assessment MaturityAssessment @relation(fields: [assessmentId], references: [id], onDelete: Cascade) @@index([assessmentId]) } — child entity scoped via MaturityAssessment parent",2026-05-25,prisma_rls_chunk_05
232,BusinessProcess,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:6135-6155,"model BusinessProcess { id String organizationId String ... @@index([organizationId]) @@index([criticality]) }",2026-05-25,prisma_rls_chunk_05
233,ProcessDependency,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:6157-6166,"model ProcessDependency { id String processId String ... process BusinessProcess @relation(fields: [processId], references: [id], onDelete: Cascade) @@index([processId]) } — child entity scoped via BusinessProcess parent",2026-05-25,prisma_rls_chunk_05
234,ControlEffectivenessRecord,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:6185-6201,"model ControlEffectivenessRecord { id String controlId String organizationId String ... @@index([organizationId]) @@index([controlId]) @@index([assessmentDate]) }",2026-05-25,prisma_rls_chunk_05
235,ComplianceCost,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:6211-6231,"model ComplianceCost { id String organizationId String ... @@index([organizationId]) @@index([category]) @@index([frameworkId]) }",2026-05-25,prisma_rls_chunk_05
236,ComplianceException,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:6247-6267,"model ComplianceException { id String organizationId String controlId String ... @@index([organizationId]) @@index([status]) @@index([expiryDate]) }",2026-05-25,prisma_rls_chunk_05
237,Certification,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:6278-6298,"model Certification { id String organizationId String ... @@index([organizationId]) @@index([expiryDate]) @@index([status]) }",2026-05-25,prisma_rls_chunk_05
238,CertAudit,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:6300-6312,"model CertAudit { id String certificationId String ... certification Certification @relation(fields: [certificationId], references: [id], onDelete: Cascade) @@index([certificationId]) } — child entity scoped via Certification parent",2026-05-25,prisma_rls_chunk_05
239,RegulatoryChangeDetection,NO,INTENTIONAL_NO_ORG_GLOBAL_REGULATION,server/prisma/schema.prisma:6331-6349,"model RegulatoryChangeDetection { id String regulationName String changeType RegChangeType title String summary String ... @@index([regulationName]) @@index([status]) @@index([detectedAt]) } — global regulatory feed shared across all tenants; per-org impact stored in RegulatoryChangeImpact",2026-05-25,prisma_rls_chunk_05
240,RegulatoryChangeImpact,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:6351-6363,"model RegulatoryChangeImpact { id String regulatoryChangeId String controlId String organizationId String ... @@index([regulatoryChangeId]) @@index([organizationId]) }",2026-05-25,prisma_rls_chunk_05
241,EvidenceCollectionRule,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:6382-6398,"model EvidenceCollectionRule { id String organizationId String controlId String ... @@index([organizationId]) @@index([controlId]) }",2026-05-25,prisma_rls_chunk_05
242,ControlTest,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:6416-6432,"model ControlTest { id String organizationId String controlId String ... @@index([organizationId]) @@index([controlId]) }",2026-05-25,prisma_rls_chunk_05
243,ControlTestResult,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:6434-6445,"model ControlTestResult { id String testId String ... test ControlTest @relation(fields: [testId], references: [id], onDelete: Cascade) @@index([testId]) @@index([testedAt]) } — child entity scoped via ControlTest parent",2026-05-25,prisma_rls_chunk_05
244,SSOConfiguration,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:6469-6485,"model SSOConfiguration { id String organizationId String @unique ... organization Organization @relation(fields: [organizationId], references: [id], onDelete: Cascade) } — @unique on organizationId acts as compound unique constraint",2026-05-25,prisma_rls_chunk_05
245,SCIMConfiguration,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:6498-6507,"model SCIMConfiguration { id String organizationId String @unique ... organization Organization @relation(fields: [organizationId], references: [id], onDelete: Cascade) } — @unique on organizationId acts as compound unique constraint",2026-05-25,prisma_rls_chunk_05
246,CustomRole,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:6510-6524,"model CustomRole { id String organizationId String ... @@unique([organizationId, name]) @@index([organizationId]) }",2026-05-25,prisma_rls_chunk_05
247,RolePermission,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:6526-6536,"model RolePermission { id String roleId String ... role CustomRole @relation(fields: [roleId], references: [id], onDelete: Cascade) @@unique([roleId, resource, action]) @@index([roleId]) } — child entity scoped via CustomRole parent",2026-05-25,prisma_rls_chunk_05
248,UserRole,NO,INTENTIONAL_NO_ORG_SYSTEM,server/prisma/schema.prisma:6538-6548,"model UserRole { id String userId String roleId String ... user User @relation role CustomRole @relation @@unique([userId, roleId]) @@index([userId]) @@index([roleId]) } — junction table scoped via User and CustomRole parents",2026-05-25,prisma_rls_chunk_05
249,BrandingConfig,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:6558-6575,"model BrandingConfig { id String organizationId String @unique ... organization Organization @relation(fields: [organizationId], references: [id], onDelete: Cascade) } — @unique on organizationId acts as compound unique constraint",2026-05-25,prisma_rls_chunk_05
250,CustomDashboard,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:6578-6593,"model CustomDashboard { id String organizationId String createdBy String ... @@index([organizationId]) }",2026-05-25,prisma_rls_chunk_05
251,DashboardWidget,NO,MISSING_ORG_GAP,server/prisma/schema.prisma:6595-6605,"model DashboardWidget { id String ... dashboardId String type String title String config Json? position Json? dashboard CustomDashboard @relation(fields: [dashboardId], references: [id], onDelete: Cascade); @@index([dashboardId]) }",2026-05-25,prisma_rls_chunk_06
252,ReportTemplate,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:6608-6625,"model ReportTemplate { id ... organizationId String ... organization Organization @relation(fields: [organizationId], references: [id], onDelete: Cascade); @@index([organizationId]) }",2026-05-25,prisma_rls_chunk_06
253,CICDGatePolicy,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:6628-6641,"model CICDGatePolicy { id ... organizationId String name String ... organization Organization @relation(fields: [organizationId], references: [id], onDelete: Cascade); @@index([organizationId]) }",2026-05-25,prisma_rls_chunk_06
254,CICDGateResult,NO,MISSING_ORG_GAP,server/prisma/schema.prisma:6643-6656,"model CICDGateResult { id ... policyId String repository String branch String commitHash String status String details Json? triggeredAt DateTime ... policy CICDGatePolicy @relation(fields: [policyId], references: [id], onDelete: Cascade); @@index([policyId]) @@index([repository]) }",2026-05-25,prisma_rls_chunk_06
255,SearchIndex,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:6659-6672,"model SearchIndex { id ... organizationId String resourceType String resourceId String title String content String metadata Json? updatedAt DateTime ... @@index([organizationId, resourceType]) @@index([organizationId]) }",2026-05-25,prisma_rls_chunk_06
256,VendorMonitoringCheck,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:6675-6688,"model VendorMonitoringCheck { id ... organizationId String vendorId String checkType String status String details Json? checkedAt DateTime ... @@index([organizationId]) @@index([vendorId]) @@index([checkedAt]) }",2026-05-25,prisma_rls_chunk_06
257,ISO27001Assessment,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:6698-6727,"model ISO27001Assessment { id ... organizationId String frameworkId String? assessmentYear Int scope String ... @@index([organizationId]) @@index([status]) @@index([assessmentYear]) }",2026-05-25,prisma_rls_chunk_06
258,ISO27001SoA,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:6729-6751,"model ISO27001SoA { id ... organizationId String assessmentId String controlRef String ... @@unique([assessmentId, controlRef]) @@index([organizationId]) @@index([assessmentId]) @@index([applicability]) }",2026-05-25,prisma_rls_chunk_06
259,ISO27001RiskScenario,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:6753-6778,"model ISO27001RiskScenario { id ... organizationId String assessmentId String threat String vulnerability String ... @@index([organizationId]) @@index([assessmentId]) @@index([status]) }",2026-05-25,prisma_rls_chunk_06
260,ISO27001CorrectiveAction,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:6780-6805,"model ISO27001CorrectiveAction { id ... organizationId String assessmentId String source String finding String ... @@index([organizationId]) @@index([assessmentId]) @@index([status]) @@index([dueDate]) }",2026-05-25,prisma_rls_chunk_06
261,PHIRecord,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:6817-6841,"model PHIRecord { id ... organizationId String systemName String dataLocation String custodian String ... @@index([organizationId]) @@index([classification]) @@index([riskLevel]) }",2026-05-25,prisma_rls_chunk_06
262,PHIAccessGrant,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:6843-6866,"model PHIAccessGrant { id ... organizationId String phiRecordId String grantedToUserId String? grantedToParty String? accessLevel String ... @@index([organizationId]) @@index([phiRecordId]) @@index([grantedToUserId]) @@index([expiresAt]) }",2026-05-25,prisma_rls_chunk_06
263,BusinessAssociateAgreement,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:6868-6892,"model BusinessAssociateAgreement { id ... organizationId String businessAssociate String contactName String? ... @@index([organizationId]) @@index([status]) @@index([expiresAt]) }",2026-05-25,prisma_rls_chunk_06
264,HIPAABreachRiskAssessment,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:6894-6929,"model HIPAABreachRiskAssessment { id ... organizationId String breachIncidentId String? natureExtentScore Int ... @@index([organizationId]) @@index([conclusion]) @@index([discoveryDate]) @@index([individualNoticeDueAt]) }",2026-05-25,prisma_rls_chunk_06
265,PCIScope,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:6934-6963,"model PCIScope { id ... organizationId String name String scopeStatement String saqType String ... @@index([organizationId]) @@index([status]) @@index([saqType]) @@index([assessmentYear]) }",2026-05-25,prisma_rls_chunk_06
266,PCIRequirement,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:6965-6994,"model PCIRequirement { id ... organizationId String scopeId String requirementRef String title String ... @@unique([scopeId, requirementRef]) @@index([organizationId]) @@index([scopeId]) @@index([implementationStatus]) @@index([applicability]) }",2026-05-25,prisma_rls_chunk_06
267,PCIEvidence,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:6996-7026,"model PCIEvidence { id ... organizationId String scopeId String requirementId String evidenceType String ... @@index([organizationId]) @@index([scopeId]) @@index([requirementId]) @@index([status]) @@index([evidenceType]) @@index([qsaApproval]) }",2026-05-25,prisma_rls_chunk_06
268,QSAFinding,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:7028-7056,"model QSAFinding { id ... organizationId String scopeId String requirementId String? findingType String severity String ... @@index([organizationId]) @@index([scopeId]) @@index([requirementId]) @@index([severity]) @@index([status]) @@index([remediationDueDate]) }",2026-05-25,prisma_rls_chunk_06
269,CompensatingControlWorksheet,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:7058-7080,"model CompensatingControlWorksheet { id ... organizationId String requirementId String originalRequirement String constraint String ... @@index([organizationId]) @@index([requirementId]) @@index([status]) }",2026-05-25,prisma_rls_chunk_06
270,PCIROC,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:7082-7108,"model PCIROC { id ... organizationId String scopeId String version String status String ... @@index([organizationId]) @@index([scopeId]) @@index([status]) }",2026-05-25,prisma_rls_chunk_06
271,PCIAOC,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:7110-7130,"model PCIAOC { id ... organizationId String rocId String attestationType String merchantLevel Int? serviceProviderLevel Int? ... @@index([organizationId]) @@index([rocId]) @@index([attestationType]) @@index([assessmentEndDate]) }",2026-05-25,prisma_rls_chunk_06
272,SOC2Engagement,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:7135-7164,"model SOC2Engagement { id ... organizationId String engagementYear Int engagementType String trustServicesIncluded Json ... @@index([organizationId]) @@index([status]) @@index([engagementYear]) @@index([engagementType]) }",2026-05-25,prisma_rls_chunk_06
273,SOC2Control,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:7166-7199,"model SOC2Control { id ... organizationId String engagementId String criteriaCategory String criteriaRef String ... @@unique([engagementId, criteriaRef]) @@index([organizationId]) @@index([engagementId]) @@index([criteriaCategory]) @@index([implementationStatus]) @@index([nextTestDate]) }",2026-05-25,prisma_rls_chunk_06
274,SOC2EvidenceSample,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:7201-7229,"model SOC2EvidenceSample { id ... organizationId String controlId String samplingPeriodStart DateTime samplingPeriodEnd DateTime ... @@index([organizationId]) @@index([controlId]) @@index([status]) @@index([samplingPeriodEnd]) }",2026-05-25,prisma_rls_chunk_06
275,SOC2Exception,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:7231-7261,"model SOC2Exception { id ... organizationId String engagementId String controlId String sampleId String? exceptionType String ... @@index([organizationId]) @@index([engagementId]) @@index([controlId]) @@index([status]) @@index([exceptionType]) }",2026-05-25,prisma_rls_chunk_06
276,SOC2CUEC,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:7263-7278,"model SOC2CUEC { id ... organizationId String engagementId String criteriaCategory String controlDescription String userResponsibility String ... @@index([organizationId]) @@index([engagementId]) @@index([criteriaCategory]) }",2026-05-25,prisma_rls_chunk_06
277,SOC2ManagementAssertion,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:7280-7298,"model SOC2ManagementAssertion { id ... organizationId String engagementId String assertionType String assertionText String ... @@index([organizationId]) @@index([engagementId]) @@index([assertionType]) }",2026-05-25,prisma_rls_chunk_06
278,NistCsfProfile,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:7303-7327,"model NistCsfProfile { id ... organizationId String name String profileType String profileYear Int ... @@index([organizationId]) @@index([profileType]) @@index([status]) @@index([profileYear]) }",2026-05-25,prisma_rls_chunk_06
279,NistCsfSubcategoryAssessment,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:7329-7357,"model NistCsfSubcategoryAssessment { id ... organizationId String profileId String function String category String ... @@unique([profileId, subcategoryRef]) @@index([organizationId]) @@index([profileId]) @@index([function]) @@index([category]) @@index([priority]) }",2026-05-25,prisma_rls_chunk_06
280,NistCsfGapAnalysis,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:7359-7381,"model NistCsfGapAnalysis { id ... organizationId String profileId String currentProfileId String targetProfileId String ... @@index([organizationId]) @@index([profileId]) @@index([currentProfileId]) @@index([targetProfileId]) @@index([function]) @@index([generatedAt]) }",2026-05-25,prisma_rls_chunk_06
281,NistCsfActionItem,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:7383-7410,"model NistCsfActionItem { id ... organizationId String profileId String subcategoryAssessmentId String? title String ... @@index([organizationId]) @@index([profileId]) @@index([subcategoryAssessmentId]) @@index([status]) @@index([priority]) @@index([dueDate]) }",2026-05-25,prisma_rls_chunk_06
282,NPSInvitation,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:7420-7445,"model NPSInvitation { id ... organizationId String userId String trigger String scheduledFor DateTime ... @@unique([userId, trigger, scheduledFor]) @@index([organizationId]) @@index([userId]) @@index([status]) @@index([scheduledFor]) @@index([expiresAt]) }",2026-05-25,prisma_rls_chunk_06
283,NPSResponse,YES,ORG_FIELD_PRESENT_AND_INDEXED,server/prisma/schema.prisma:7447-7469,"model NPSResponse { id ... organizationId String userId String invitationId String? score Int category String ... @@index([organizationId]) @@index([userId]) @@index([invitationId]) @@index([category]) @@index([createdAt]) }",2026-05-25,prisma_rls_chunk_06
