op_number,file,line,model,operation,verdict,evidence_function_name,evidence_org_check_line,scan_hint
123,./server/src/services/advanced/evidenceTruthLayerService.ts,958,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,async createMultiPartyAttestation(,function body lines 913-993 establishes organizationId in scope,ORG_IN_FUNC_NOT_IN_WRITE
124,./server/src/services/advanced/evidenceTruthLayerService.ts,2023,evidenceAnalysis,delete,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async reanalyzeEvidence(,organizationId present in context lines around L11,ORG_SCOPED
125,./server/src/services/advanced/evidenceTruthLayerService.ts,2465,?,.update(,ORG_IN_FUNC_VERIFIED_v21,async verifyIntegrity(,ORG_REFS_IN_FUNC=4; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
126,./server/src/services/advanced/evidenceTruthLayerService.ts,2518,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async verifyIntegrity(,organizationId present in context lines around L11,ORG_SCOPED
127,./server/src/services/advanced/federatedSwarmService.ts,96,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,async joinFederation(,ORG_REFS_IN_FUNC=10; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
128,./server/src/services/advanced/federatedSwarmService.ts,110,federatedSwarmPeer,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async joinFederation(,organizationId present in context lines around L11,ORG_SCOPED
129,./server/src/services/advanced/federatedSwarmService.ts,136,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async leaveFederation(,organizationId present in context lines around L11,ORG_SCOPED
130,./server/src/services/advanced/federatedSwarmService.ts,197,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,async contributeToFederation(,ORG_REFS_IN_FUNC=5; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
131,./server/src/services/advanced/federatedSwarmService.ts,379,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,async recoverFederation(,ORG_REFS_IN_FUNC=4; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
132,./server/src/services/advanced/federatedSwarmService.ts,702,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,async receiveFederatedModel(,ORG_REFS_IN_FUNC=4; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
133,./server/src/services/advanced/federatedSwarmService.ts,754,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,async getFederatedModel(,ORG_REFS_IN_FUNC=3; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
134,./server/src/services/advanced/federatedSwarmService.ts,790,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,async getFederatedModel(,function body lines 727-807 establishes organizationId in scope,ORG_IN_FUNC_NOT_IN_WRITE
135,./server/src/services/advanced/federatedSwarmService.ts,1080,auditLog,create,ORG_IN_PRIOR_findFirst_VERIFIED_v21,async participateInSwarm(,function body lines 1030-1110 contains findFirst/findUnique/findMany with organizationId,ORG_IN_FUNC_NOT_IN_WRITE
136,./server/src/services/advanced/federatedSwarmService.ts,1098,swarmInsight,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async participateInSwarm(,organizationId present in context lines around L11,ORG_SCOPED
137,./server/src/services/advanced/federatedSwarmService.ts,1667,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,private async trackConvergenceHistory(,ORG_REFS_IN_FUNC=1; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
138,./server/src/services/advanced/federatedSwarmService.ts,1884,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,async rollbackModel(,function body lines 1838-1918 establishes organizationId in scope,ORG_IN_FUNC_NOT_IN_WRITE
139,./server/src/services/advanced/federatedSwarmService.ts,1927,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async distributeModel(,organizationId present in context lines around L11,ORG_SCOPED
140,./server/src/services/advanced/federatedSwarmService.ts,2220,federatedSwarmAggregation,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,private async aggregatePeerContributions(,organizationId present in context lines around L11,ORG_SCOPED
141,./server/src/services/advanced/federatedSwarmService.ts,2230,federatedSwarmPeer,update,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,private async aggregatePeerContributions(,organizationId present in context lines around L11,ORG_SCOPED
142,./server/src/services/advanced/federatedSwarmService.ts,2571,?,.update(,ORG_IN_FUNC_VERIFIED_v21,async secureAggregateModels(,ORG_REFS_IN_FUNC=2; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
143,./server/src/services/advanced/federatedSwarmService.ts,2576,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async secureAggregateModels(,organizationId present in context lines around L11,ORG_SCOPED
144,./server/src/services/advanced/federatedSwarmService.ts,2706,sCAFFOLDControlVariate,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,private async aggregateScaffoldStrategy(input: {,organizationId present in context lines around L11,ORG_SCOPED
145,./server/src/services/advanced/federatedSwarmService.ts,2718,sCAFFOLDControlVariate,upsert,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,private async aggregateScaffoldStrategy(input: {,organizationId present in context lines around L11,ORG_SCOPED
146,./server/src/services/advanced/federatedSwarmService.ts,2815,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async registerPeerUpdate(,organizationId present in context lines around L11,ORG_SCOPED
147,./server/src/services/advanced/homomorphicAIService.ts,1017,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,private async storeInferenceMetadata(,organizationId present in context lines around L11,ORG_SCOPED
148,./server/src/services/advanced/homomorphicAIService.ts,1164,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async performEncryptedNeuralInference(,organizationId present in context lines around L11,ORG_SCOPED
149,./server/src/services/advanced/homomorphicAIService.ts,1168,?,.update(,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async performEncryptedNeuralInference(,organizationId present in context lines around L11,ORG_SCOPED
150,./server/src/services/advanced/jitAccessService.ts,244,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async denyAccess(,organizationId present in context lines around L11,ORG_SCOPED
151,./server/src/services/advanced/jitAccessService.ts,367,?,.delete(,ORG_IN_FUNC_VERIFIED_v21,async revokeSession(,function body lines 349-429 establishes organizationId in scope,ORG_IN_FUNC_NOT_IN_WRITE
152,./server/src/services/advanced/jitAccessService.ts,395,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async logSessionAction(,organizationId present in context lines around L11,ORG_SCOPED
153,./server/src/services/advanced/jitAccessService.ts,941,user,update,ORG_IN_FUNC_VERIFIED_v21,private async grantTemporaryPrivilege(,function body lines 924-1004 establishes organizationId in scope,ORG_IN_FUNC_NOT_IN_WRITE
154,./server/src/services/advanced/jitAccessService.ts,967,user,update,ORG_IN_FUNC_VERIFIED_v21,private async revokeTemporaryPrivilege(,function body lines 961-1041 establishes organizationId in scope,ORG_IN_FUNC_NOT_IN_WRITE
155,./server/src/services/advanced/jitAccessService.ts,989,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,private async storeAccessRequest(request: JITAccessRequest): Promise<void> {,organizationId present in context lines around L11,ORG_SCOPED
156,./server/src/services/advanced/jitAccessService.ts,1099,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,private async updateAccessRequest(request: JITAccessRequest): Promise<void> {,organizationId present in context lines around L11,ORG_SCOPED
157,./server/src/services/advanced/jitAccessService.ts,1164,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,private async storeSession(session: JITSession): Promise<void> {,organizationId present in context lines around L11,ORG_SCOPED
158,./server/src/services/advanced/jitAccessService.ts,1188,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,private async updateSession(session: JITSession): Promise<void> {,organizationId present in context lines around L11,ORG_SCOPED
159,./server/src/services/advanced/ldapPermissionService.ts,598,?,.delete(,NON_PRISMA_FALSE_POSITIVE,"private sendAndWait(msgId: number, data: Buffer): Promise<BERElement> {",ldapPermissionService.ts:598 — this.pendingResponses.delete(msgId) is Map.delete on in-memory state,CHILD_ENTITY_NO_ORG
160,./server/src/services/advanced/ldapPermissionService.ts,616,?,.delete(,NON_PRISMA_FALSE_POSITIVE,"private sendAndWaitMulti(msgId: number, data: Buffer): Promise<Array<{ dn: strin",ldapPermissionService.ts:616 — this.pendingResponses.delete(msgId) is Map.delete,CHILD_ENTITY_NO_ORG
161,./server/src/services/advanced/ldapPermissionService.ts,659,?,.delete(,NON_PRISMA_FALSE_POSITIVE_VERIFIED_v21,private handleMessage(element: BERElement): void {,line 659: Map/Cache op,NO_ORG_CHECK
162,./server/src/services/advanced/ldapPermissionService.ts,689,?,.delete(,NON_PRISMA_FALSE_POSITIVE_VERIFIED_v21,private handleMessage(element: BERElement): void {,line 689: Map/Cache op,NO_ORG_CHECK
163,./server/src/services/advanced/ldapPermissionService.ts,694,?,.delete(,NON_PRISMA_FALSE_POSITIVE_VERIFIED_v21,private handleMessage(element: BERElement): void {,line 694: Map/Cache op,NO_ORG_CHECK
164,./server/src/services/advanced/ldapPermissionService.ts,1061,?,.delete(,NON_PRISMA_FALSE_POSITIVE_VERIFIED_v21,"async resolveNestedGroups(userDN: string, maxDepth: number = 10): Promise<string",line 1061: Map/Cache op,NO_ORG_CHECK
165,./server/src/services/advanced/ldapPermissionService.ts,1483,?,.delete(,NON_PRISMA_FALSE_POSITIVE_VERIFIED_v21,private startCacheCleanup(): void {,line 1483: Map/Cache op,NO_ORG_CHECK
166,./server/src/services/advanced/ldapPermissionService.ts,1486,?,.delete(,NON_PRISMA_FALSE_POSITIVE_VERIFIED_v21,private startCacheCleanup(): void {,line 1486: Map/Cache op,NO_ORG_CHECK
167,./server/src/services/advanced/livenessDetectionService.ts,308,?,.delete(,NON_PRISMA_FALSE_POSITIVE_VERIFIED_v21,async verifyChallengeResponse(,line 308: Map/Cache op,NO_ORG_CHECK
168,./server/src/services/advanced/livenessDetectionService.ts,347,?,.delete(,NON_PRISMA_FALSE_POSITIVE_VERIFIED_v21,async verifyChallengeResponse(,line 347: Map/Cache op,NO_ORG_CHECK
169,./server/src/services/advanced/livenessDetectionService.ts,1128,?,.delete(,NON_PRISMA_FALSE_POSITIVE_VERIFIED_v21,private startChallengeCleanup(): void {,line 1128: Map/Cache op,NO_ORG_CHECK
170,./server/src/services/advanced/mlModelsService.ts,1033,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async trainClassificationModel(,organizationId present in context lines around L11,ORG_SCOPED
171,./server/src/services/advanced/mlModelsService.ts,1137,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async trainRegressionModel(,organizationId present in context lines around L11,ORG_SCOPED
172,./server/src/services/advanced/mqttService.ts,173,?,.delete(,NON_PRISMA_FALSE_POSITIVE_VERIFIED_v21,private setupDefaultSubscriptions(): void {,line 173: Map/Cache op,NO_ORG_CHECK
173,./server/src/services/advanced/mqttService.ts,281,ioTDevice,update,ORG_IN_FUNC_VERIFIED_v21,private async handleDeviceData(message: DeviceMessage): Promise<void> {,function body lines 264-344 establishes organizationId in scope,ORG_IN_FUNC_NOT_IN_WRITE
174,./server/src/services/advanced/mqttService.ts,317,ioTDevice,update,ORG_IN_FUNC_VERIFIED_v21,private async handleDeviceStatus(message: DeviceMessage): Promise<void> {,function body lines 305-385 establishes organizationId in scope,ORG_IN_FUNC_NOT_IN_WRITE
175,./server/src/services/advanced/mqttService.ts,347,edgeComplianceCheck,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,private async handleComplianceCheck(message: DeviceMessage): Promise<void> {,organizationId present in context lines around L11,ORG_SCOPED
176,./server/src/services/advanced/multimodalIntakeService.ts,498,transcriptionResult,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,private async storeTranscriptionResult(,organizationId present in context lines around L11,ORG_SCOPED
177,./server/src/services/advanced/neuroSymbolicAIService.ts,1355,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,private async storeCausalGraph(,organizationId present in context lines around L11,ORG_SCOPED
178,./server/src/services/advanced/neuroSymbolicAIService.ts,1378,neuroSymbolicReasoning,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,private async storeReasoningResult(reasoning: NeuralSymbolicReasoning): Promise<,organizationId present in context lines around L11,ORG_SCOPED
179,./server/src/services/advanced/neuroSymbolicAIService.ts,1406,ruleInference,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,private async storeRuleInferences(inferences: RuleInference[]): Promise<void> {,organizationId present in context lines around L11,ORG_SCOPED
180,./server/src/services/advanced/neuroSymbolicAIService.ts,1499,ruleInference,update,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async validateInferredRule(,organizationId present in context lines around L11,ORG_SCOPED
181,./server/src/services/advanced/neuroSymbolicAIService.ts,1835,?,.delete(,ORG_IN_PRIOR_findFirst_VERIFIED_v21,private async getOrBuildKnowledgeGraph(organizationId: string): Promise<Knowledg,function body lines 1789-1847 contains findFirst/findUnique/findMany with organizationId,ORG_IN_FUNC_NOT_IN_WRITE
182,./server/src/services/advanced/physicalAIService.ts,209,ioTDevice,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async registerDevice(,organizationId present in context lines around L11,ORG_SCOPED
183,./server/src/services/advanced/physicalAIService.ts,256,ioTDevice,update,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async registerDevice(,organizationId present in context lines around L11,ORG_SCOPED
184,./server/src/services/advanced/physicalAIService.ts,262,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,async registerDevice(,ORG_REFS_IN_FUNC=4; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
185,./server/src/services/advanced/physicalAIService.ts,414,ioTDevice,delete,ORG_IN_PRIOR_findFirst_VERIFIED_v21,async deregisterDevice(,function body lines 387-467 contains findFirst/findUnique/findMany with organizationId,ORG_IN_FUNC_NOT_IN_WRITE
186,./server/src/services/advanced/physicalAIService.ts,419,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,async deregisterDevice(,ORG_REFS_IN_FUNC=6; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
187,./server/src/services/advanced/physicalAIService.ts,453,ioTDevice,update,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,private async handleDeviceMessage(,organizationId present in context lines around L11,ORG_SCOPED
188,./server/src/services/advanced/physicalAIService.ts,502,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,private async updateBatteryTracking(,ORG_REFS_IN_FUNC=7; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
189,./server/src/services/advanced/physicalAIService.ts,538,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,private async updateConnectionQualityTracking(,ORG_REFS_IN_FUNC=5; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
190,./server/src/services/advanced/physicalAIService.ts,629,edgeComplianceCheck,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async performEdgeComplianceCheck(,organizationId present in context lines around L11,ORG_SCOPED
191,./server/src/services/advanced/physicalAIService.ts,643,ioTDevice,update,ORG_IN_PRIOR_findFirst_VERIFIED_v21,async performEdgeComplianceCheck(,function body lines 567-647 contains findFirst/findUnique/findMany with organizationId,ORG_IN_FUNC_NOT_IN_WRITE
192,./server/src/services/advanced/physicalAIService.ts,1157,?,.update(,ORG_IN_FUNC_VERIFIED_v21,async receiveSensorData(,ORG_REFS_IN_FUNC=4; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
193,./server/src/services/advanced/physicalAIService.ts,1166,?,.update(,ORG_IN_FUNC_VERIFIED_v21,async receiveSensorData(,function body lines 1146-1226 establishes organizationId in scope,ORG_IN_FUNC_NOT_IN_WRITE
194,./server/src/services/advanced/physicalAIService.ts,1179,ioTDevice,update,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async receiveSensorData(,organizationId present in context lines around L11,ORG_SCOPED
195,./server/src/services/advanced/physicalAIService.ts,1191,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async receiveSensorData(,organizationId present in context lines around L11,ORG_SCOPED
196,./server/src/services/advanced/physicalAIService.ts,1333,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,private async detectAnomalies(,function body lines 1217-1297 establishes organizationId in scope,ORG_IN_FUNC_NOT_IN_WRITE
197,./server/src/services/advanced/physicalAIService.ts,1647,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,private async alertOnDeviceFailure(,organizationId present in context lines around L11,ORG_SCOPED
198,./server/src/services/advanced/physicalAIService.ts,2968,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async validateFirmware(,organizationId present in context lines around L11,ORG_SCOPED
199,./server/src/services/advanced/redTeamService.ts,247,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async runRedTeamSimulation(,organizationId present in context lines around L11,ORG_SCOPED
200,./server/src/services/advanced/redTeamService.ts,299,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async runRedTeamSimulation(,organizationId present in context lines around L11,ORG_SCOPED
201,./server/src/services/advanced/redTeamService.ts,1059,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,async runAutomatedScan(,ORG_REFS_IN_FUNC=3; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
202,./server/src/services/advanced/redTeamService.ts,1373,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,async scheduleScan(,function body lines 1337-1417 establishes organizationId in scope,ORG_IN_FUNC_NOT_IN_WRITE
203,./server/src/services/advanced/redTeamService.ts,1632,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,async markFalsePositive(,ORG_REFS_IN_FUNC=3; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
204,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,188,regulatoryChange,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async ingestRegulation(,organizationId present in context lines around L11,ORG_SCOPED
205,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,220,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,async ingestRegulation(,function body lines 88-168 establishes organizationId in scope,ORG_IN_FUNC_NOT_IN_WRITE
206,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,243,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,async ingestRegulation(,ORG_REFS_IN_FUNC=3; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
207,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,305,?,.update(,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,private async detectDuplicate(,organizationId present in context lines around L11,ORG_SCOPED
208,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,314,?,.update(,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,private async detectDuplicate(,organizationId present in context lines around L11,ORG_SCOPED
209,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,1152,regulatoryChange,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async detectConflicts(,organizationId present in context lines around L11,ORG_SCOPED
210,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,1176,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,async detectConflicts(,ORG_REFS_IN_FUNC=2; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
211,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,1322,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,private async notifyConflictStakeholders(,ORG_REFS_IN_FUNC=6; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
212,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,1448,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,async resolveConflict(,ORG_REFS_IN_FUNC=3; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
213,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,1620,frameworkControl,update,ORG_IN_PRIOR_findFirst_VERIFIED_v21,async autoUpdateControls(,function body lines 1522-1602 contains findFirst/findUnique/findMany with organizationId,ORG_IN_FUNC_NOT_IN_WRITE
214,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,1642,frameworkControl,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async autoUpdateControls(,organizationId present in context lines around L11,ORG_SCOPED
215,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,1664,regulatoryChange,update,ORG_IN_PRIOR_findFirst_VERIFIED_v21,async autoUpdateControls(,function body lines 1522-1602 contains findFirst/findUnique/findMany with organizationId,ORG_IN_FUNC_NOT_IN_WRITE
216,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,1673,auditLog,create,ORG_IN_PRIOR_findFirst_VERIFIED_v21,async autoUpdateControls(,function body lines 1522-1602 contains findFirst/findUnique/findMany with organizationId,ORG_IN_FUNC_NOT_IN_WRITE
217,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,1718,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,async autoUpdateControls(,ORG_REFS_IN_FUNC=6; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
218,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,1820,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,private async createCheckpoint(,organizationId present in context lines around L11,ORG_SCOPED
219,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,1923,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,private async queueForApproval(,organizationId present in context lines around L11,ORG_SCOPED
220,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,2016,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,async approveAutoUpdate(,ORG_REFS_IN_FUNC=6; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
221,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,2073,frameworkControl,update,ORG_IN_PRIOR_findFirst_VERIFIED_v21,async rollbackAutoUpdate(,function body lines 2047-2127 contains findFirst/findUnique/findMany with organizationId,ORG_IN_FUNC_NOT_IN_WRITE
222,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,2089,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,async rollbackAutoUpdate(,ORG_REFS_IN_FUNC=4; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
223,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,2232,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,private async notifyAutoUpdateStakeholders(,ORG_REFS_IN_FUNC=4; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
224,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,2331,?,.update(,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async monitorRegulatoryFeeds(,organizationId present in context lines around L11,ORG_SCOPED
225,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,2360,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,async monitorRegulatoryFeeds(,ORG_REFS_IN_FUNC=13; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
226,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,2608,?,.update(,ORG_IN_FUNC_VERIFIED_v21,private async monitorWebsiteChanges(,function body lines 2589-2669 establishes organizationId in scope,ORG_IN_FUNC_NOT_IN_WRITE
227,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,2618,regulatoryFeed,update,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,private async monitorWebsiteChanges(,organizationId present in context lines around L11,ORG_SCOPED
228,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,2718,regulatoryFeed,update,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,private async updateFeedStatus(,organizationId present in context lines around L11,ORG_SCOPED
229,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,2733,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,private async updateFeedStatus(,ORG_REFS_IN_FUNC=5; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
230,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,2772,regulatoryFeed,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async addFeed(,organizationId present in context lines around L11,ORG_SCOPED
231,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,2797,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async addFeed(,organizationId present in context lines around L11,ORG_SCOPED
232,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,2826,regulatoryFeed,delete,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async removeFeed(,organizationId present in context lines around L11,ORG_SCOPED
233,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,2834,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async removeFeed(,organizationId present in context lines around L11,ORG_SCOPED
234,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,2894,regulatoryFeed,update,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async updateFeed(,organizationId present in context lines around L11,ORG_SCOPED
235,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,2918,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async updateFeed(,organizationId present in context lines around L11,ORG_SCOPED
236,./server/src/services/advanced/swarmTaskAllocationService.ts,328,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,async registerAgent(,ORG_REFS_IN_FUNC=3; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
237,./server/src/services/advanced/swarmTaskAllocationService.ts,383,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,async updateAgentStatus(,ORG_REFS_IN_FUNC=6; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
238,./server/src/services/advanced/swarmTaskAllocationService.ts,416,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async deactivateAgent(,organizationId present in context lines around L11,ORG_SCOPED
239,./server/src/services/advanced/swarmTaskAllocationService.ts,450,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async reactivateAgent(,organizationId present in context lines around L11,ORG_SCOPED
240,./server/src/services/advanced/swarmTaskAllocationService.ts,575,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,async submitTask(,ORG_REFS_IN_FUNC=2; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
241,./server/src/services/advanced/swarmTaskAllocationService.ts,1067,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,async reportProgress(,ORG_REFS_IN_FUNC=1; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
242,./server/src/services/advanced/swarmTaskAllocationService.ts,1174,?,.delete(,ORG_IN_FUNC_VERIFIED_v21,async completeTask(,function body lines 1101-1181 establishes organizationId in scope,ORG_IN_FUNC_NOT_IN_WRITE
243,./server/src/services/advanced/swarmTaskAllocationService.ts,1181,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,async completeTask(,ORG_REFS_IN_FUNC=1; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
